
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 10/09/2019

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            10/01/2019  11/05/2019           7.75
1118501327            10/01/2019  11/05/2019          35.51
1301306682            10/01/2019  11/05/2019          22.13
1625039498            10/01/2019  11/05/2019         100.06
1765582505            10/01/2019  11/05/2019         256.64
1863767503            10/01/2019  11/05/2019         106.82
1934161330            10/01/2019  11/05/2019           9.52
1973380007            10/01/2019  11/05/2019         171.25
2073392504            10/01/2019  11/05/2019         113.43
2123460004            10/01/2019  11/05/2019          43.35
2154604132            10/01/2019  11/05/2019         206.35
2291013056            10/01/2019  11/05/2019         119.34
2464858170            10/01/2019  11/05/2019          22.65
2689812424            10/01/2019  11/05/2019           9.96
2847792476            10/01/2019  11/05/2019          46.19
3355630009            10/01/2019  11/05/2019          17.49
3675982502            10/01/2019  11/05/2019          15.31
4062922945            10/01/2019  11/05/2019           6.59
4626102505            10/01/2019  11/05/2019         129.27
4793367501            10/01/2019  11/05/2019          97.84
5033402503            10/01/2019  11/05/2019          13.82
5316252500            10/01/2019  11/05/2019       11960.15
5321630005            10/01/2019  11/05/2019          74.38
5348784637            10/01/2019  11/05/2019          45.16
5411705006            10/01/2019  11/05/2019         314.90
5593500001            10/01/2019  11/05/2019          16.33
5781917504            10/01/2019  11/05/2019           6.59
6124540409            10/01/2019  11/05/2019          64.51
6137557531            10/01/2019  11/05/2019          68.70
6167465670            10/01/2019  11/05/2019          25.64
6923515008            10/01/2019  11/05/2019          73.49
7005172502            10/01/2019  11/05/2019         391.96
7122056133            10/01/2019  11/05/2019           7.00
7967529061            10/01/2019  11/05/2019        -445.42
7996733445            10/01/2019  11/05/2019          27.86
8266487381            10/01/2019  11/05/2019          48.91
8359428136            10/01/2019  11/05/2019          20.85
8702071724            10/01/2019  11/05/2019         211.06
8973730404            10/01/2019  11/05/2019         286.31
9116039182            10/01/2019  11/05/2019          38.24
9901598657            10/01/2019  11/05/2019           7.63
9995390003            10/01/2019  11/05/2019          89.14
0850668062            10/02/2019  11/06/2019           8.35
3249452008            10/02/2019  11/06/2019          36.95
3341907974            10/02/2019  11/06/2019          12.56
4287681979            10/02/2019  11/06/2019          20.36
5246257504            10/02/2019  11/06/2019        2300.09
5431647501            10/02/2019  11/06/2019        2969.83
5611957373            10/02/2019  11/06/2019           7.63
5757122840            10/02/2019  11/06/2019         517.78
6533151400            10/02/2019  11/06/2019       14265.19
6611367506            10/02/2019  11/06/2019         104.03
6651850288            10/02/2019  11/06/2019         229.39
7152308461            10/02/2019  11/06/2019        2661.53
8371427504            10/02/2019  11/06/2019         937.58
8381307506            10/02/2019  11/06/2019         169.59
9273322504            10/02/2019  11/06/2019         900.64
9596382508            10/02/2019  11/06/2019       13675.96
9598044056            10/02/2019  11/06/2019           6.89
0215490004            10/03/2019  11/07/2019         111.14
0851910000            10/03/2019  11/07/2019         790.57
1704970001            10/03/2019  11/07/2019         265.53
1795517794            10/03/2019  11/07/2019          28.87
2186032500            10/03/2019  11/07/2019        2672.05
2752013074            10/03/2019  11/07/2019          36.77
2959751336            10/03/2019  11/07/2019          17.96
3033837505            10/03/2019  11/07/2019         407.12
3419594464            10/03/2019  11/07/2019        4662.57
3870683699            10/03/2019  11/07/2019          40.43
4676162508            10/03/2019  11/07/2019         382.01
5265675008            10/03/2019  11/07/2019         271.62
5837025922            10/03/2019  11/07/2019           6.59
