"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72405013743","2018-01-01","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  18.6","24","   2.3","24","1031.7","24","029.4","24"," 10.0","24","  9.0","24"," 14.0"," 21.0","  26.1"," ","  12.9"," "," 0.00","G","999.9","000000"
"72405013743","2018-01-02","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  18.2","24","  -2.1","24","1034.5","24","032.1","24"," 10.0","24","  9.0","24"," 17.1"," 22.9","  26.1"," ","  12.9"," "," 0.00","G","999.9","000000"
"72405013743","2018-01-03","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  23.0","24","   7.0","24","1026.8","24","024.5","24"," 10.0","24","  2.8","24","  7.0","999.9","  35.1"," ","  12.9"," "," 0.00","G","999.9","000000"
"72405013743","2018-01-04","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  26.4","24","  14.8","24","1009.4","19","007.3","24","  7.3","24"," 14.7","24"," 24.1"," 38.1","  35.1"," ","  12.9"," "," 0.09","G","  1.2","001000"
"72405013743","2018-01-05","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  16.8","24","  -4.0","24","1017.0","24","014.8","24"," 10.0","24"," 15.2","24"," 22.9"," 35.9","  27.0"," ","  12.9"," "," 0.10","G","  1.2","000000"
"72405013743","2018-01-06","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  15.4","24","  -6.3","24","1029.1","24","026.4","24"," 10.0","24"," 11.3","24"," 19.0"," 28.0","  21.0"," ","  10.9"," "," 0.00","G","  1.2","000000"
"72405013743","2018-01-07","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  15.3","24","  -3.9","24","1036.5","24","034.2","24"," 10.0","24","  8.1","24"," 13.0"," 19.0","  23.0"," ","   8.1"," "," 0.00","G","999.9","000000"
"72405013743","2018-01-08","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  25.0","24","   7.3","24","1026.2","24","024.0","24"," 10.0","24","  8.2","24"," 12.0","999.9","  36.0"," ","   8.1"," "," 0.00","G","999.9","011000"
"72405013743","2018-01-09","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  37.9","24","  33.5","24","1022.7","21","020.1","24","  6.9","24","  5.4","24"," 11.1"," 15.0","  51.1"," ","  19.0"," "," 0.06","G","999.9","110000"
"72405013743","2018-01-10","38.8472","-77.03454","3.0","WASHINGTON REAGAN NATIONAL AIRPORT, VA US","  35.7","24","  27.8","24","1030.1","24","027.8","24"," 10.0","24","  3.0","24","  6.0","999.9","  51.1"," ","  27.0"," "," 0.00","G","999.9","000000"
