
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/13/2019

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1301306682            03/05/2019  04/09/2019          20.84
1863767503            03/05/2019  04/09/2019          74.86
2847792476            03/05/2019  04/09/2019           7.63
4062922945            03/05/2019  04/09/2019           6.59
5246257504            03/05/2019  04/09/2019        2429.51
5348784637            03/05/2019  04/09/2019          23.28
6433295000            03/05/2019  04/09/2019          43.77
6533151400            03/05/2019  04/09/2019       11588.68
6611367506            03/05/2019  04/09/2019         322.20
6651850288            03/05/2019  04/09/2019          18.24
7152308461            03/05/2019  04/09/2019        3180.82
8371427504            03/05/2019  04/09/2019        2370.86
8381307506            03/05/2019  04/09/2019        1207.54
9273322504            03/05/2019  04/09/2019         586.69
9596382508            03/05/2019  04/09/2019       13328.93
9598044056            03/05/2019  04/09/2019           9.63
9901598657            03/05/2019  04/09/2019           7.32
0215490004            03/06/2019  04/10/2019         113.14
0851910000            03/06/2019  04/10/2019        1967.61
1704970001            03/06/2019  04/10/2019         208.56
1795517794            03/06/2019  04/10/2019          42.85
2186032500            03/06/2019  04/10/2019        1116.27
2752013074            03/06/2019  04/10/2019          37.05
2959751336            03/06/2019  04/10/2019          17.84
3419594464            03/06/2019  04/10/2019        2935.49
3870683699            03/06/2019  04/10/2019         123.06
4676162508            03/06/2019  04/10/2019          36.05
4914616190            03/05/2019  04/09/2019          -5.20
5265675008            03/06/2019  04/10/2019         444.47
5837025922            03/06/2019  04/10/2019         101.34
6117561719            03/06/2019  04/10/2019          26.65
6395925008            03/06/2019  04/10/2019        1019.28
6604225000            03/06/2019  04/10/2019          36.00
7568833136            03/06/2019  04/10/2019          10.69
7639515233            03/06/2019  04/10/2019           7.42
7985565550            03/06/2019  04/10/2019          63.39
8486060000            03/06/2019  04/10/2019        1009.79
9006000005            03/06/2019  04/10/2019         169.83
9026057506            03/06/2019  04/10/2019         424.61
9423383257            03/06/2019  04/10/2019         202.24
9581789907            03/06/2019  04/10/2019          23.70
0313545006            03/07/2019  04/11/2019         117.07
0399795483            03/07/2019  04/11/2019           7.53
1156320002            03/07/2019  04/11/2019        3345.63
1545407502            03/07/2019  04/11/2019         175.04
1856265002            03/07/2019  04/11/2019        3598.52
3033837505            03/07/2019  04/11/2019         434.97
4006384632            03/07/2019  04/11/2019          34.48
4452642962            03/07/2019  04/11/2019       22130.44
4696475005            03/07/2019  04/11/2019       23082.70
6414967502            03/07/2019  04/11/2019          26.42
6626365008            03/07/2019  04/11/2019        8570.41
7146330001            03/07/2019  04/11/2019        2906.85
7352631019            03/07/2019  04/11/2019        3020.04
7743229473            03/07/2019  04/11/2019          22.96
8555470007            03/07/2019  04/11/2019          52.48
8703872054            03/07/2019  04/11/2019         876.14
8955365005            03/07/2019  04/11/2019         747.65
0442731477            03/08/2019  04/12/2019          66.26
0662927573            03/08/2019  04/12/2019        2291.10
0979288487            03/08/2019  04/12/2019          64.84
1043295003            03/08/2019  04/12/2019          59.13
1122287962            03/08/2019  04/12/2019          43.77
1312808247            03/08/2019  04/12/2019          46.17
2040619443            03/08/2019  04/12/2019        5914.49
2174476057            03/08/2019  04/12/2019         120.65
2225822507            03/08/2019  04/12/2019         287.43
2371115839            03/08/2019  04/12/2019          58.30
2923347955            03/08/2019  04/12/2019         192.38
3092500747            03/08/2019  04/12/2019          34.01
3103257501            03/08/2019  04/12/2019         310.24
3104883701            03/08/2019  04/12/2019        3878.59
3470617501            03/08/2019  04/12/2019         192.82
4802659823            03/08/2019  04/12/2019       12669.16
5680981221            03/08/2019  04/12/2019          16.66
6070697393            03/08/2019  04/12/2019         116.34
6318036420            03/08/2019  04/12/2019          40.86
6670610002            03/08/2019  04/12/2019         495.40
6855697501            03/08/2019  04/12/2019         251.84
7199264891            03/08/2019  04/12/2019         184.40
7236357500            03/08/2019  04/12/2019        2970.63
7320592509            03/08/2019  04/12/2019          50.69
7448178173            03/08/2019  04/12/2019         250.25
7835036513            03/08/2019  04/12/2019        1151.24
8659213329            03/08/2019  04/12/2019          36.00
8954752245            03/08/2019  04/12/2019          85.90
8965342507            03/08/2019  04/12/2019          12.90
9091146192            03/08/2019  04/12/2019         239.35
9216886433            03/08/2019  04/12/2019          46.07
9628787443            03/08/2019  04/12/2019          40.50
0014940001            03/11/2019  04/15/2019         808.61
4032400121            03/11/2019  04/15/2019         483.42
5863539630            03/11/2019  04/15/2019        2443.28
6265845005            03/11/2019  04/15/2019        1038.83
6904957500            03/11/2019  04/15/2019         225.07
7800570009            03/11/2019  04/15/2019         127.58
7852141840            03/11/2019  04/15/2019        1847.01
8118282899            03/11/2019  04/15/2019           7.42

98 VA Dominion Invoices for a Total Invoice Amount of $153708.44

98 Total Alexandria Invoices for a Total Invoice Amount of $153708.44


Organization:   Total

98 Total Invoices for a Total Invoice Amount of $153708.44

