
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 11/06/2019

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            10/30/2019  12/04/2019           7.63
1118501327            10/30/2019  12/04/2019          32.89
1301306682            10/30/2019  12/04/2019          20.56
1625039498            10/30/2019  12/04/2019          98.92
1765582505            10/30/2019  12/04/2019         137.64
1863767503            10/30/2019  12/04/2019          54.68
1934161330            10/30/2019  12/04/2019           9.20
2073392504            10/30/2019  12/04/2019         120.44
2123460004            10/30/2019  12/04/2019          45.46
2154604132            10/30/2019  12/04/2019         200.18
2291013056            10/30/2019  12/04/2019         119.85
2464858170            10/30/2019  12/04/2019          21.16
2689812424            10/30/2019  12/04/2019          10.17
3249452008            10/30/2019  12/04/2019          37.71
3341907974            10/30/2019  12/04/2019          28.18
3355630009            10/30/2019  12/04/2019          16.83
3675982502            10/30/2019  12/04/2019          17.30
4062922945            10/30/2019  12/04/2019           7.23
4626102505            10/30/2019  12/04/2019          65.90
4793367501            10/30/2019  12/04/2019         100.63
5033402503            10/30/2019  12/04/2019          14.01
5316252500            10/30/2019  12/04/2019        9409.52
5348784637            10/30/2019  12/04/2019          47.84
5411705006            10/30/2019  12/04/2019         247.22
5431647501            10/30/2019  12/04/2019        2461.43
5593500001            10/30/2019  12/04/2019          16.22
5611957373            10/30/2019  12/04/2019           8.04
5781917504            10/30/2019  12/04/2019           6.59
6137557531            10/30/2019  12/04/2019          30.48
6167465670            10/30/2019  12/04/2019          27.43
7005172502            10/30/2019  12/04/2019         221.24
7122056133            10/30/2019  12/04/2019           6.89
7967529061            10/30/2019  12/04/2019        -438.75
8266487381            10/30/2019  12/04/2019          45.56
8359428136            10/30/2019  12/04/2019          21.26
8702071724            10/30/2019  12/04/2019         216.17
8973730404            10/30/2019  12/04/2019         159.14
9116039182            10/30/2019  12/04/2019          35.08
9901598657            10/30/2019  12/04/2019           7.54
9995390003            10/30/2019  12/04/2019         106.73
0850668062            10/31/2019  12/05/2019           8.27
1973380007            10/31/2019  12/05/2019         175.54
2847792476            10/31/2019  12/05/2019          14.87
4287681979            10/31/2019  12/05/2019          19.12
5246257504            10/31/2019  12/05/2019        2057.21
5321630005            10/31/2019  12/05/2019          82.96
5757122840            10/31/2019  12/05/2019         358.54
6124540409            10/31/2019  12/05/2019          23.47
6533151400            10/31/2019  12/05/2019       11732.37
6611367506            10/31/2019  12/05/2019         122.14
6651850288            10/31/2019  12/05/2019         192.62
6923515008            10/31/2019  12/05/2019          51.82
7152308461            10/31/2019  12/05/2019        2180.77
7996733445            10/31/2019  12/05/2019          25.74
8371427504            10/31/2019  12/05/2019         747.39
8381307506            10/31/2019  12/05/2019         189.49
9273322504            10/31/2019  12/05/2019         627.26
9596382508            10/31/2019  12/05/2019       11356.23
9598044056            10/31/2019  12/05/2019           6.89
0215490004            11/01/2019  12/06/2019         127.58
0851910000            11/01/2019  12/06/2019         598.80
1704970001            11/01/2019  12/06/2019         164.55
1795517794            11/01/2019  12/06/2019          28.59
2186032500            11/01/2019  12/06/2019        2276.36
2752013074            11/01/2019  12/06/2019          36.85
2959751336            11/01/2019  12/06/2019          17.80
3033837505            11/01/2019  12/06/2019         207.84
3419594464            11/01/2019  12/06/2019        3448.26
3870683699            11/01/2019  12/06/2019          39.06
5265675008            11/01/2019  12/06/2019         234.32
5837025922            11/01/2019  12/06/2019           6.59
6117561719            11/01/2019  12/06/2019          29.32
6395925008            11/01/2019  12/06/2019         174.98
6604225000            11/01/2019  12/06/2019          31.94
7568833136            11/01/2019  12/06/2019           9.20
7639515233            11/01/2019  12/06/2019           7.41
7985565550            11/01/2019  12/06/2019          25.84
8486060000            11/01/2019  12/06/2019         841.43
8555470007            11/01/2019  12/06/2019          43.90
9006000005            11/01/2019  12/06/2019         160.84
9026057506            11/01/2019  12/06/2019         494.73
9423383257            11/01/2019  12/06/2019         173.55
9581789907            11/01/2019  12/06/2019          18.42
0313545006            11/04/2019  12/09/2019         219.02
0399795483            11/04/2019  12/09/2019          10.36
1122287962            11/04/2019  12/09/2019         310.60
1156320002            11/04/2019  12/09/2019        2820.53
1545407502            11/04/2019  12/09/2019         138.37
1856265002            11/04/2019  12/09/2019        3531.68
4006384632            11/04/2019  12/09/2019          31.65
4452642962            11/04/2019  12/09/2019       22058.00
4676162508            11/04/2019  12/09/2019          80.35
4696475005            11/04/2019  12/09/2019       25348.10
6414967502            11/04/2019  12/09/2019          26.39
6626365008            11/04/2019  12/09/2019        9293.83
7146330001            11/04/2019  12/09/2019        2402.33
7743229473            11/04/2019  12/09/2019          22.58
8703872054            11/04/2019  12/09/2019         434.80
8955365005            11/04/2019  12/09/2019         679.05

99 VA Dominion Invoices for a Total Invoice Amount of $120380.70

99 Total Alexandria Invoices for a Total Invoice Amount of $120380.70


Organization:   Total

99 Total Invoices for a Total Invoice Amount of $120380.70

