
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 07/13/2011

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
3341907974            07/05/2011  08/09/2011           5.66
5246257504            07/05/2011  08/09/2011        2666.61
5316252500            07/05/2011  08/09/2011       11368.93
5321630005            07/05/2011  08/09/2011         129.96
5431647501            07/05/2011  08/09/2011        1763.11
6533151400            07/05/2011  08/09/2011       12716.66
6611367506            07/05/2011  08/09/2011         157.82
7005172502            07/05/2011  08/09/2011         416.97
8371427504            07/05/2011  08/09/2011         933.68
8381307506            07/05/2011  08/09/2011         186.98
9273322504            07/05/2011  08/09/2011         650.95
9596382508            07/05/2011  08/09/2011       16424.91
0215490004            07/06/2011  08/10/2011         100.36
0851910000            07/06/2011  08/10/2011        1317.92
1704970001            07/06/2011  08/10/2011         150.98
1735865006            07/06/2011  08/10/2011         330.16
2186032500            07/06/2011  08/10/2011        2432.62
3033837505            07/06/2011  08/10/2011         452.62
3419594464            07/06/2011  08/10/2011        5643.36
3870683699            07/06/2011  08/10/2011          88.19
4626102505            07/06/2011  08/10/2011         175.09
5210403555            07/06/2011  08/10/2011         629.46
5265675008            07/06/2011  08/10/2011         282.97
5411705006            07/06/2011  08/10/2011         279.25
5746157501            07/06/2011  08/10/2011          38.36
5837025922            07/06/2011  08/10/2011         139.96
6604225000            07/06/2011  08/10/2011           5.66
7152308461            07/06/2011  08/10/2011        3594.90
8486060000            07/06/2011  08/10/2011        1043.85
8555470007            07/06/2011  08/10/2011         111.29
8975650279            07/06/2011  08/10/2011           5.63
9006000005            07/06/2011  08/10/2011         471.38
9026057506            07/06/2011  08/10/2011         576.47
9423383257            07/06/2011  08/10/2011         299.18
9581789907            07/06/2011  08/10/2011           6.12
0313545006            07/07/2011  08/11/2011         189.59
0551576051            07/07/2011  08/11/2011         295.54
1156320002            07/07/2011  08/11/2011        3796.76
1545407502            07/07/2011  08/11/2011         209.54
1856265002            07/07/2011  08/11/2011        3837.03
2865622506            07/07/2011  08/11/2011         434.47
3856202134            07/07/2011  08/11/2011         574.20
4696475005            07/07/2011  08/11/2011       24664.54
5658873640            07/07/2011  07/29/2011         792.37
6414967502            07/07/2011  08/11/2011          24.79
6626365008            07/07/2011  08/11/2011       10650.00
6976229325            07/07/2011  08/11/2011         518.85
7146330001            07/07/2011  08/11/2011        2969.87
7352631019            07/07/2011  08/11/2011        2791.42
8703872054            07/07/2011  08/11/2011         815.94
8955365005            07/07/2011  08/11/2011        1269.27
0662927573            07/08/2011  08/12/2011        2951.02
1011348529            07/08/2011  08/12/2011         517.63
1043295003            07/08/2011  08/12/2011           5.66
1312808247            07/08/2011  08/12/2011          53.33
2040619443            07/08/2011  08/12/2011        6942.21
2174476057            07/08/2011  08/12/2011          94.06
2225822507            07/08/2011  08/12/2011         513.75
2923347955            07/08/2011  08/12/2011         203.71
3103257501            07/08/2011  08/12/2011         380.79
3470617501            07/08/2011  08/12/2011         313.81
4676162508            07/08/2011  08/12/2011        1489.51
6070697393            07/08/2011  08/12/2011          96.79
6395925008            07/08/2011  08/12/2011         379.74
6670610002            07/08/2011  08/12/2011          69.08
6855697501            07/08/2011  08/12/2011         379.10
7199264891            07/08/2011  08/12/2011         236.65
7236357500            07/08/2011  08/12/2011        3342.87
7320592509            07/08/2011  08/12/2011          40.78
7448178173            07/08/2011  08/12/2011         111.74
7835036513            07/08/2011  08/12/2011        1647.16
8515290008            07/08/2011  08/12/2011         561.92
8525402502            07/08/2011  08/12/2011         376.42
8954752245            07/08/2011  08/12/2011          45.37
9091146192            07/08/2011  08/12/2011         327.60
9216886433            07/08/2011  08/12/2011          48.74
0014940001            07/11/2011  08/15/2011        1179.82
4032400121            07/11/2011  08/15/2011         385.36
5863539630            07/11/2011  08/15/2011        1729.82
6265845005            07/11/2011  08/15/2011        1111.71
7800570009            07/11/2011  08/15/2011         567.39
7852141840            07/11/2011  08/15/2011        3675.20
8965342507            07/11/2011  08/15/2011          84.41
9304957500            07/11/2011  08/15/2011         454.77

84 VA Dominion Invoices for a Total Invoice Amount of $149750.12

84 Total Alexandria Invoices for a Total Invoice Amount of $149750.12

Organization:   Total

84 Total Invoices for a Total Invoice Amount of $149750.12

