
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 10/12/2016

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0215490004            10/04/2016  11/08/2016          80.40
0851910000            10/04/2016  11/08/2016         819.88
1704970001            10/04/2016  11/08/2016         318.73
1735865006            10/04/2016  11/08/2016          44.07
2186032500            10/04/2016  11/08/2016        2456.93
2752013074            10/04/2016  11/08/2016          47.50
2959751336            10/04/2016  11/08/2016          18.38
3033837505            10/04/2016  11/08/2016         318.61
3419594464            10/04/2016  11/08/2016        5452.25
3870683699            10/04/2016  11/08/2016          84.22
4676162508            10/04/2016  11/08/2016         669.21
5265675008            10/04/2016  11/08/2016         269.75
5837025922            10/04/2016  11/08/2016         138.03
6395925008            10/04/2016  11/08/2016         328.20
6604225000            10/04/2016  11/08/2016          40.92
7568833136            10/04/2016  11/08/2016           9.56
8486060000            10/04/2016  11/08/2016        1168.66
8555470007            10/04/2016  11/08/2016          97.29
9006000005            10/04/2016  11/08/2016         473.29
9026057506            10/04/2016  11/08/2016         641.53
9423383257            10/04/2016  11/08/2016         352.94
9581789907            10/04/2016  11/08/2016          14.40
0313545006            10/05/2016  11/09/2016         158.30
1122287962            10/05/2016  11/09/2016         288.75
1156320002            10/05/2016  11/09/2016        3650.95
1545407502            10/05/2016  11/09/2016         133.82
1856265002            10/05/2016  11/09/2016        4394.86
4006384632            10/05/2016  11/09/2016          50.87
4452642962            10/05/2016  11/09/2016       20728.56
4696475005            10/05/2016  11/09/2016       28313.72
6414967502            10/05/2016  11/09/2016          25.50
6626365008            10/05/2016  11/09/2016       10235.03
7146330001            10/05/2016  11/09/2016        3180.77
7352631019            10/05/2016  11/09/2016        2592.21
8703872054            10/05/2016  11/09/2016        1058.86
8955365005            10/05/2016  11/09/2016        1039.33
0442731477            10/06/2016  11/10/2016          71.07
0662927573            10/06/2016  11/10/2016        2025.17
0979288487            10/06/2016  11/10/2016          54.18
1043295003            10/06/2016  11/10/2016          30.42
1312808247            10/06/2016  11/10/2016          62.44
2040619443            10/06/2016  11/10/2016        7236.43
2174476057            10/06/2016  11/10/2016         106.58
2225822507            10/06/2016  11/10/2016         246.02
2371115839            10/06/2016  11/10/2016        -222.27
2923347955            10/06/2016  11/10/2016          98.08
3092500747            10/06/2016  11/10/2016          94.12
3103257501            10/06/2016  11/10/2016         281.55
3104883701            10/06/2016  11/10/2016        5048.27
3470617501            10/06/2016  11/10/2016         293.40
4802659823            10/06/2016  11/10/2016       13797.20
5680981221            10/06/2016  11/10/2016          16.19
6070697393            10/06/2016  11/10/2016           9.25
6318036420            10/06/2016  11/10/2016          37.53
6670610002            10/06/2016  11/10/2016          80.28
6855697501            10/06/2016  11/10/2016         402.27
7199264891            10/06/2016  11/10/2016          49.02
7236357500            10/06/2016  11/10/2016        3521.94
7320592509            10/06/2016  11/10/2016          46.75
7448178173            10/06/2016  11/10/2016         124.09
7835036513            10/06/2016  11/10/2016        1531.25
8659213329            10/06/2016  11/10/2016          37.64
8954752245            10/06/2016  11/10/2016          59.80
8965342507            10/06/2016  11/10/2016         180.67
9091146192            10/06/2016  11/10/2016         153.16
9216886433            10/06/2016  11/10/2016          76.40
9628787443            10/06/2016  11/10/2016          23.25
0014940001            10/07/2016  11/14/2016        1362.18
2990617504            10/07/2016  11/14/2016           6.59
4032400121            10/07/2016  11/14/2016         590.10
5863539630            10/07/2016  11/14/2016        2204.33
6265845005            10/07/2016  11/14/2016         917.48
6904957500            10/07/2016  11/14/2016         208.35
7800570009            10/07/2016  11/14/2016         443.33
7852141840            10/07/2016  11/14/2016        2511.52
9304957500            10/07/2016  11/14/2016         233.48
0035425008            10/10/2016  11/14/2016          71.38
0045282506            10/10/2016  11/14/2016          89.26
0865355002            10/10/2016  11/14/2016         102.42
0875041303            10/10/2016  11/14/2016          31.22
0886617919            10/10/2016  11/14/2016          36.85
0899594022            10/10/2016  11/14/2016          37.73
0906461793            10/10/2016  11/14/2016          67.90
0917312621            10/10/2016  11/14/2016          32.00
0925594723            10/10/2016  11/14/2016          51.31
0939811717            10/10/2016  11/14/2016          36.56
0949361505            10/10/2016  11/14/2016          50.60
0957987662            10/10/2016  11/14/2016          46.45
0962345666            10/10/2016  11/14/2016          64.15
1030506974            10/10/2016  11/14/2016          21.81
1338347873            10/10/2016  11/14/2016          45.05
2278126202            10/10/2016  11/14/2016          47.14
2342127509            10/10/2016  11/14/2016         214.28
2596065009            10/10/2016  11/14/2016         165.31
3004480236            10/10/2016  11/14/2016          12.71
4543627956            10/10/2016  11/14/2016           8.87
5606496759            10/10/2016  11/14/2016           7.07
5722222501            10/10/2016  11/14/2016         230.12
5737778562            10/10/2016  11/14/2016         240.20
6372590007            10/10/2016  11/14/2016          33.89
6555515433            10/10/2016  11/14/2016          20.12
7902610000            10/10/2016  11/14/2016          54.56
7976345004            10/10/2016  11/14/2016        2745.31
8395777488            10/10/2016  11/14/2016         136.63
8781417566            10/10/2016  11/14/2016         749.97
9864369971            10/10/2016  11/14/2016          29.04

106 VA Dominion Invoices for a Total Invoice Amount of $139225.70

106 Total Alexandria Invoices for a Total Invoice Amount of $139225.70


Organization:   Total

106 Total Invoices for a Total Invoice Amount of $139225.70

