
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/11/2015

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            03/04/2015  04/08/2015          14.42
0850668062            03/04/2015  04/08/2015           7.95
1118501327            03/04/2015  04/08/2015          32.49
1301306682            03/04/2015  04/08/2015          19.60
1765582505            03/04/2015  04/08/2015          95.22
1863767503            03/04/2015  04/08/2015          47.01
1973380007            03/04/2015  04/08/2015         175.06
2073392504            03/04/2015  04/08/2015         131.29
2123460004            03/04/2015  04/08/2015          39.35
2154604132            03/04/2015  04/08/2015         134.13
2464858170            03/04/2015  04/08/2015          20.10
3249452008            03/04/2015  04/08/2015         156.79
3341907974            03/04/2015  04/08/2015          25.82
3355630009            03/04/2015  04/08/2015          17.50
3675982502            03/04/2015  04/08/2015          49.22
4287681979            03/04/2015  04/08/2015          19.28
4626102505            03/04/2015  04/08/2015         111.17
4793367501            03/04/2015  04/08/2015          81.50
5033402503            03/04/2015  04/08/2015          15.18
5163527509            03/04/2015  04/08/2015          31.86
5316252500            03/04/2015  04/08/2015        7710.60
5321630005            03/04/2015  04/08/2015         104.80
5341575008            03/04/2015  04/08/2015          14.42
5411705006            03/04/2015  04/08/2015         752.09
5431647501            03/04/2015  04/08/2015        1981.62
5498080240            03/04/2015  04/08/2015         226.12
5593500001            03/04/2015  04/08/2015          14.12
5611957373            03/04/2015  04/08/2015           7.95
5781917504            03/04/2015  04/08/2015           6.59
6124540409            03/04/2015  04/08/2015         239.16
6137557531            03/04/2015  04/08/2015         237.51
6433295000            03/04/2015  04/08/2015          36.55
6651850288            03/04/2015  04/08/2015           8.82
6923515008            03/04/2015  04/08/2015          52.03
7005172502            03/04/2015  04/08/2015         163.28
7122056133            03/04/2015  04/08/2015           6.87
7241105886            03/04/2015  04/08/2015          29.19
7996733445            03/04/2015  04/08/2015          25.77
8702071724            03/04/2015  04/08/2015         271.06
8973730404            03/04/2015  04/08/2015         834.01
9116039182            03/04/2015  04/08/2015          34.04
9562096736            03/04/2015  04/08/2015         238.57
9598044056            03/04/2015  04/08/2015           6.87
9901598657            03/04/2015  04/08/2015           7.07
9995390003            03/04/2015  04/08/2015          87.98
1011348529            03/05/2015  04/09/2015         563.99
5246257504            03/05/2015  04/09/2015        2466.05
6533151400            03/05/2015  04/09/2015       11009.51
6611367506            03/05/2015  04/09/2015         552.52
7152308461            03/05/2015  04/09/2015        2527.31
8371427504            03/05/2015  04/09/2015        1669.91
8381307506            03/05/2015  04/09/2015         537.74
9273322504            03/05/2015  04/09/2015         526.72
9596382508            03/05/2015  04/09/2015       13137.30
0215490004            03/06/2015  04/10/2015          94.13
0851910000            03/06/2015  04/10/2015        2993.53
1704970001            03/06/2015  04/10/2015           9.97
1735865006            03/06/2015  04/10/2015         259.55
2186032500            03/06/2015  04/10/2015        1424.06
2752013074            03/06/2015  04/10/2015         -21.31
2959751336            03/06/2015  04/10/2015          15.50
3033837505            03/06/2015  04/10/2015         511.61
3419594464            03/06/2015  04/10/2015        2596.94
3870683699            03/06/2015  04/10/2015         291.35
4676162508            03/06/2015  04/10/2015          24.59
5265675008            03/06/2015  04/10/2015         515.79
5746157501            03/06/2015  04/10/2015          78.33
5837025922            03/06/2015  04/10/2015         130.42
6395925008            03/06/2015  04/10/2015        1516.04
6604225000            03/06/2015  04/10/2015          -4.64
7568833136            03/06/2015  04/10/2015          10.27
8486060000            03/06/2015  04/10/2015        1018.86
8555470007            03/06/2015  04/10/2015         246.51
9006000005            03/06/2015  04/10/2015         203.04
9026057506            03/06/2015  04/10/2015         441.59
9423383257            03/06/2015  04/10/2015         151.47
9581789907            03/06/2015  04/10/2015          21.38
0313545006            03/09/2015  04/13/2015          19.45
1122287962            03/09/2015  04/13/2015         248.45
1156320002            03/09/2015  04/13/2015        3482.77
1545407502            03/09/2015  04/13/2015         178.06
1856265002            03/09/2015  04/13/2015        4537.89
4006384632            03/09/2015  04/13/2015          21.85
4452642962            03/09/2015  04/13/2015       17104.20
4696475005            03/09/2015  04/13/2015       20627.06
6414967502            03/09/2015  04/13/2015          25.27
6626365008            03/09/2015  04/13/2015        7853.05
7146330001            03/09/2015  04/13/2015        3304.31
7352631019            03/09/2015  04/13/2015        3000.60
8703872054            03/09/2015  04/13/2015        1084.73
8955365005            03/09/2015  04/13/2015         944.93

91 VA Dominion Invoices for a Total Invoice Amount of $122274.68

91 Total Alexandria Invoices for a Total Invoice Amount of $122274.68


Organization:   Total

91 Total Invoices for a Total Invoice Amount of $122274.68

