
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 05/11/2016

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            05/03/2016  06/07/2016           9.26
0850668062            05/03/2016  06/07/2016           8.07
1118501327            05/03/2016  06/07/2016          34.48
1301306682            05/03/2016  06/07/2016          20.84
1765582505            05/03/2016  06/07/2016         121.37
1863767503            05/03/2016  06/07/2016          43.22
1934161330            05/03/2016  06/07/2016           8.07
1973380007            05/03/2016  06/07/2016         153.54
2073392504            05/03/2016  06/07/2016         111.52
2123460004            05/03/2016  06/07/2016          39.25
2154604132            05/03/2016  06/07/2016         253.20
2464858170            05/03/2016  06/07/2016          21.33
3249452008            05/03/2016  06/07/2016          52.86
3341907974            05/03/2016  06/07/2016          30.41
3355630009            05/03/2016  06/07/2016          17.22
3675982502            05/03/2016  06/07/2016          20.38
4287681979            05/03/2016  06/07/2016          19.68
4626102505            05/03/2016  06/07/2016          54.83
4793367501            05/03/2016  06/07/2016          89.89
5033402503            05/03/2016  06/07/2016          33.10
5316252500            05/03/2016  06/07/2016        8822.45
5321630005            05/03/2016  06/07/2016          67.75
5411705006            05/03/2016  06/07/2016         185.02
5431647501            05/03/2016  06/07/2016        1653.24
5593500001            05/03/2016  06/07/2016          14.34
5611957373            05/03/2016  06/07/2016          10.18
5781917504            05/03/2016  06/07/2016           6.59
6124540409            05/03/2016  06/07/2016         105.46
6137557531            05/03/2016  06/07/2016          40.64
6433295000            05/03/2016  06/07/2016          31.91
6651850288            05/03/2016  06/07/2016         112.93
6923515008            05/03/2016  06/07/2016          65.17
7005172502            05/03/2016  06/07/2016         162.64
7122056133            05/03/2016  06/07/2016           7.00
7241105886            05/03/2016  06/07/2016          29.07
7996733445            05/03/2016  06/07/2016          26.14
8702071724            05/03/2016  06/07/2016         236.92
8973730404            05/03/2016  06/07/2016         220.45
9116039182            05/03/2016  06/07/2016          36.86
9598044056            05/03/2016  06/07/2016           6.79
9901598657            05/03/2016  06/07/2016           7.19
9995390003            05/03/2016  06/07/2016          92.86
5246257504            05/04/2016  06/08/2016        2842.24
5348784637            05/04/2016  06/08/2016          41.32
6533151400            05/04/2016  06/08/2016       10096.40
6611367506            05/04/2016  06/08/2016         262.34
7152308461            05/04/2016  06/08/2016        2385.14
8371427504            05/04/2016  06/08/2016        1332.36
8381307506            05/04/2016  06/08/2016         280.80
9273322504            05/04/2016  06/08/2016         638.90
9596382508            05/04/2016  06/08/2016       12338.65
0215490004            05/05/2016  06/09/2016         113.66
0851910000            05/05/2016  06/09/2016         923.16
1704970001            05/05/2016  06/09/2016          24.45
1735865006            05/05/2016  06/09/2016         144.30
2186032500            05/05/2016  06/09/2016        1311.87
2752013074            05/05/2016  06/09/2016          44.37
2959751336            05/05/2016  06/09/2016          17.21
3033837505            05/05/2016  06/09/2016         226.91
3419594464            05/05/2016  06/09/2016        3248.52
3870683699            05/05/2016  06/09/2016         157.61
4676162508            05/05/2016  06/09/2016          45.95
5265675008            05/05/2016  06/09/2016         174.77
5837025922            05/05/2016  06/09/2016         127.51
6395925008            05/05/2016  06/09/2016         237.81
6604225000            05/05/2016  06/09/2016          39.36
7568833136            05/05/2016  06/09/2016           9.07
8486060000            05/05/2016  06/09/2016         678.19
8555470007            05/05/2016  06/09/2016          47.99
9006000005            05/05/2016  06/09/2016         242.45
9026057506            05/05/2016  06/09/2016         336.20
9423383257            05/05/2016  06/09/2016         174.97
9581789907            05/05/2016  06/09/2016          15.33
0313545006            05/06/2016  06/10/2016          87.09
1122287962            05/06/2016  06/10/2016         261.06
1156320002            05/06/2016  06/10/2016        3157.21
1545407502            05/06/2016  06/10/2016         116.91
1856265002            05/06/2016  06/10/2016        3253.47
4006384632            05/06/2016  06/10/2016          47.36
4452642962            05/06/2016  06/10/2016       17706.81
4696475005            05/06/2016  06/10/2016       22985.36
6414967502            05/06/2016  06/10/2016          25.55
6626365008            05/06/2016  06/10/2016        8063.71
7146330001            05/06/2016  06/10/2016        2400.52
7352631019            05/06/2016  06/10/2016        2400.53
