
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 09/11/2019

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            09/03/2019  10/08/2019           7.75
2847792476            09/03/2019  10/08/2019          62.00
4287681979            09/03/2019  10/08/2019          19.02
5246257504            09/03/2019  10/08/2019        2150.90
5757122840            09/03/2019  10/08/2019         517.78
6533151400            09/03/2019  10/08/2019       13487.39
6611367506            09/03/2019  10/08/2019         188.33
7152308461            09/03/2019  10/08/2019        2725.73
8371427504            09/03/2019  10/08/2019        1148.21
8381307506            09/03/2019  10/08/2019         207.53
9273322504            09/03/2019  10/08/2019         924.42
9596382508            09/03/2019  10/08/2019       12907.17
9598044056            09/03/2019  10/08/2019           6.79
0215490004            09/04/2019  10/09/2019         130.40
0399795483            09/04/2019  10/09/2019          19.04
0851910000            09/04/2019  10/09/2019        1097.37
1704970001            09/04/2019  10/09/2019         335.28
1795517794            09/04/2019  10/09/2019          35.82
2186032500            09/04/2019  10/09/2019        3578.45
2752013074            09/04/2019  10/09/2019          38.71
2959751336            09/04/2019  10/09/2019          19.38
3033837505            09/04/2019  10/09/2019         526.70
3419594464            09/04/2019  10/09/2019        6639.09
3870683699            09/04/2019  10/09/2019          52.24
4676162508            09/04/2019  10/09/2019        1216.17
5265675008            09/04/2019  10/09/2019         347.65
5837025922            09/04/2019  10/09/2019           6.59
6117561719            09/04/2019  10/09/2019          23.97
6395925008            09/04/2019  10/09/2019         496.83
6604225000            09/04/2019  10/09/2019          33.20
7568833136            09/04/2019  10/09/2019          10.26
7639515233            09/04/2019  10/09/2019           7.31
7985565550            09/04/2019  10/09/2019          61.95
8486060000            09/04/2019  10/09/2019        1298.62
8555470007            09/04/2019  10/09/2019          86.83
9006000005            09/04/2019  10/09/2019         352.01
9026057506            09/04/2019  10/09/2019         788.03
9423383257            09/04/2019  10/09/2019         416.58
9581789907            09/04/2019  10/09/2019          18.74
0313545006            09/05/2019  10/10/2019         145.70
1156320002            09/05/2019  10/10/2019        3360.95
1545407502            09/05/2019  10/10/2019         148.83
1856265002            09/05/2019  10/10/2019        4269.58
4006384632            09/05/2019  10/10/2019          30.68
4452642962            09/05/2019  10/10/2019       25452.50
4696475005            09/05/2019  10/10/2019       30137.35
6414967502            09/05/2019  10/10/2019          26.39
6626365008            09/05/2019  10/10/2019       11085.71
7146330001            09/05/2019  10/10/2019        3084.16
7352631019            09/05/2019  10/10/2019        2724.61
7743229473            09/05/2019  10/10/2019          23.45
8955365005            09/05/2019  10/10/2019        1151.70
0442731477            09/06/2019  10/11/2019          60.53
0662927573            09/06/2019  10/11/2019        4828.27
0979288487            09/06/2019  10/11/2019          55.75
1043295003            09/06/2019  10/11/2019          24.82
1122287962            09/06/2019  10/11/2019         212.20
1312808247            09/06/2019  10/11/2019          38.44
2040619443            09/06/2019  10/11/2019        5466.32
2174476057            09/06/2019  10/11/2019          84.53
2225822507            09/06/2019  10/11/2019         347.65
2371115839            09/06/2019  10/11/2019          60.10
2923347955            09/06/2019  10/11/2019         127.80
3092500747            09/06/2019  10/11/2019          29.23
3103257501            09/06/2019  10/11/2019         371.12
3104883701            09/06/2019  10/11/2019        4973.55
4802659823            09/06/2019  10/11/2019       10212.53
5680981221            09/06/2019  10/11/2019          16.97
6070697393            09/06/2019  10/11/2019          36.85
6318036420            09/06/2019  10/11/2019          31.58
6670610002            09/06/2019  10/11/2019          30.25
6855697501            09/06/2019  10/11/2019         349.43
7199264891            09/06/2019  10/11/2019          92.49
7236357500            09/06/2019  10/11/2019        2934.77
7448178173            09/06/2019  10/11/2019         127.05
7835036513            09/06/2019  10/11/2019         885.55
8118282899            09/06/2019  10/11/2019           7.41
8659213329            09/06/2019  10/11/2019          35.51
8703872054            09/06/2019  10/11/2019         484.03
8954752245            09/06/2019  10/11/2019          44.10
8965342507            09/06/2019  10/11/2019          14.97
9091146192            09/06/2019  10/11/2019         225.62
9216886433            09/06/2019  10/11/2019          57.60
9628787443            09/06/2019  10/11/2019          41.88
3470617501            09/09/2019  10/14/2019          45.24
4032400121            09/09/2019  10/14/2019         528.25
5863539630            09/09/2019  10/14/2019        3178.59
6265845005            09/09/2019  10/14/2019        1450.07
6904957500            09/09/2019  10/14/2019         186.75
7320592509            09/09/2019  10/14/2019          48.18
7800570009            09/09/2019  10/14/2019         308.28
7852141840            09/09/2019  10/14/2019        2517.75

92 VA Dominion Invoices for a Total Invoice Amount of $174203.86

92 Total Alexandria Invoices for a Total Invoice Amount of $174203.86


Organization:   Total

92 Total Invoices for a Total Invoice Amount of $174203.86

