
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 12/15/2010

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0851910000            12/07/2010  01/11/2011        1380.87
1704970001            12/07/2010  01/11/2011          97.54
1735865006            12/07/2010  01/11/2011         196.44
2186032500            12/07/2010  01/11/2011        1479.30
3033837505            12/07/2010  01/11/2011         379.02
3419594464            12/07/2010  01/11/2011        2760.43
3870683699            12/07/2010  01/11/2011         107.24
5265675008            12/07/2010  01/11/2011         260.28
5746157501            12/07/2010  01/11/2011          74.25
6395925008            12/07/2010  01/11/2011         449.78
6611367506            12/07/2010  01/11/2011         161.64
8486060000            12/07/2010  01/11/2011         648.99
8555470007            12/07/2010  01/11/2011          87.21
8975650279            12/07/2010  01/11/2011           5.50
9006000005            12/07/2010  01/11/2011         195.52
9026057506            12/07/2010  01/11/2011         792.62
9423383257            12/07/2010  01/11/2011         142.99
9581789907            12/07/2010  01/11/2011          26.90
0215490004            12/08/2010  01/12/2011         152.32
0313545006            12/08/2010  01/12/2011         206.58
0551576051            12/08/2010  01/12/2011         203.15
1156320002            12/08/2010  01/12/2011        3787.29
1545407502            12/08/2010  01/12/2011         125.17
1856265002            12/08/2010  01/12/2011        3750.16
2865622506            12/08/2010  01/12/2011         211.56
3856202134            12/08/2010  01/12/2011         413.00
4676162508            12/08/2010  01/12/2011           5.50
4696475005            12/08/2010  01/12/2011       23303.85
5210403555            12/08/2010  01/12/2011         668.89
5246257504            12/08/2010  01/12/2011        2655.21
5658873640            12/08/2010  12/31/2010         874.24
5837025922            12/08/2010  01/12/2011         152.78
6414967502            12/08/2010  01/12/2011          23.29
6604225000            12/08/2010  01/12/2011           5.59
6626365008            12/08/2010  01/12/2011        8811.55
6976229325            12/08/2010  01/12/2011         700.97
7146330001            12/08/2010  01/12/2011        2365.94
7352631019            12/08/2010  01/12/2011        2590.62
8703872054            12/08/2010  01/12/2011         858.61
8955365005            12/08/2010  01/12/2011         598.60
0662927573            12/09/2010  01/13/2011        1792.70
1043295003            12/09/2010  01/13/2011          13.66
1312808247            12/09/2010  01/13/2011          60.58
2040619443            12/09/2010  01/13/2011        6812.48
2174476057            12/09/2010  01/13/2011         123.83
2225822507            12/09/2010  01/13/2011         414.44
2923347955            12/09/2010  01/13/2011         108.45
3103257501            12/09/2010  01/13/2011         259.42
3470617501            12/09/2010  01/13/2011         211.56
6670610002            12/09/2010  01/13/2011         339.34
6855697501            12/09/2010  01/13/2011         207.69
7199264891            12/09/2010  01/13/2011         198.68
7236357500            12/09/2010  01/13/2011        3211.69
7320592509            12/09/2010  01/13/2011          41.07
7448178173            12/09/2010  01/13/2011         252.37
7835036513            12/09/2010  01/13/2011        1751.29
8515290008            12/09/2010  01/13/2011         616.97
8525402502            12/09/2010  01/13/2011         134.92
8954752245            12/09/2010  01/13/2011          55.34
9091146192            12/09/2010  01/13/2011         370.88
9216886433            12/09/2010  01/13/2011          52.42
0014940001            12/10/2010  01/14/2011         634.22
2990617504            12/10/2010  01/14/2011           5.50
4032400121            12/10/2010  01/14/2011         407.64
5863539630            12/10/2010  01/14/2011        1120.85
6070697393            12/10/2010  01/14/2011          27.42
6265845005            12/10/2010  01/14/2011         569.42
6904957500            12/10/2010  01/14/2011         290.80
7800570009            12/10/2010  01/14/2011         516.95
7852141840            12/10/2010  01/14/2011        2507.35
8965342507            12/10/2010  01/14/2011         -50.12
9304957500            12/10/2010  01/14/2011         108.87
0035425008            12/11/2010  01/18/2011          65.66
0045282506            12/11/2010  01/18/2011          60.84
0865355002            12/11/2010  01/18/2011         130.96
0875041303            12/11/2010  01/18/2011          18.47
0886617919            12/11/2010  01/18/2011          18.64
0899594022            12/11/2010  01/18/2011          35.24
0906461793            12/11/2010  01/18/2011          17.70
0917312621            12/11/2010  01/18/2011          29.64
0925594723            12/11/2010  01/18/2011          36.53
0939811717            12/11/2010  01/18/2011          63.08
0949361505            12/11/2010  01/18/2011          24.49
0957987662            12/11/2010  01/18/2011          21.92
0962345666            12/11/2010  01/18/2011          18.73
1030506974            12/11/2010  01/18/2011           6.45
2342127509            12/11/2010  01/18/2011         400.78
2596065009            12/11/2010  01/18/2011         125.12
2942720000            12/11/2010  01/18/2011          78.79
3004480236            12/11/2010  01/18/2011          19.25
5737778562            12/11/2010  01/18/2011         137.23
6372590007            12/11/2010  01/18/2011         105.86
7902610000            12/11/2010  01/18/2011         289.93
7976345004            12/11/2010  01/18/2011        2629.58
8395777488            12/11/2010  01/18/2011         930.71
0104237722            12/13/2010  01/18/2011        2216.94
0853450005            12/13/2010  01/18/2011         474.32
1513230001            12/13/2010  01/18/2011         361.26
1606240008            12/13/2010  01/18/2011        5970.58
3110640004            12/13/2010  01/18/2011         252.97
5722222501            12/13/2010  01/18/2011        -479.15
6615730006            12/13/2010  01/18/2011         362.97
8245865004            12/13/2010  01/18/2011        1863.82
8485977501            12/13/2010  01/18/2011         529.93

104 VA Dominion Invoices for a Total Invoice Amount of $101699.31

104 Total Alexandria Invoices for a Total Invoice Amount of $101699.31

Organization:   Total

104 Total Invoices for a Total Invoice Amount of $101699.31

