
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 08/12/2015

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
1011348529            08/04/2015  09/08/2015          16.91
5246257504            08/04/2015  09/08/2015        2860.78
6533151400            08/04/2015  09/08/2015       14173.83
6611367506            08/04/2015  09/08/2015         247.95
7152308461            08/04/2015  09/08/2015        3033.68
8371427504            08/04/2015  09/08/2015        1724.50
8381307506            08/04/2015  09/08/2015         269.92
9273322504            08/04/2015  09/08/2015         989.37
9596382508            08/04/2015  09/08/2015       16083.48
0215490004            08/05/2015  09/09/2015         109.40
0851910000            08/05/2015  09/09/2015        1111.02
1704970001            08/05/2015  09/09/2015          13.84
1735865006            08/05/2015  09/09/2015         273.49
2186032500            08/05/2015  09/09/2015        2481.72
2752013074            08/05/2015  09/09/2015          43.88
2959751336            08/05/2015  09/09/2015          17.53
3033837505            08/05/2015  09/09/2015         399.83
3419594464            08/05/2015  09/09/2015        5980.43
3870683699            08/05/2015  09/09/2015         133.38
4676162508            08/05/2015  09/09/2015        1102.26
5265675008            08/05/2015  09/09/2015         270.80
5746157501            08/05/2015  09/09/2015          33.28
5837025922            08/05/2015  09/09/2015         129.12
6395925008            08/05/2015  09/09/2015         360.44
7568833136            08/05/2015  09/09/2015           9.67
8486060000            08/05/2015  09/09/2015        1152.66
8555470007            08/05/2015  09/09/2015         105.58
9006000005            08/05/2015  09/09/2015         411.21
9026057506            08/05/2015  09/09/2015         683.76
9423383257            08/05/2015  09/09/2015         395.89
9581789907            08/05/2015  09/09/2015          16.23
0313545006            08/06/2015  09/10/2015          85.93
1122287962            08/06/2015  09/10/2015         312.59
1156320002            08/06/2015  09/10/2015        3621.88
1545407502            08/06/2015  09/10/2015         141.87
1856265002            08/06/2015  09/10/2015        4073.18
4006384632            08/06/2015  09/10/2015          20.43
4452642962            08/06/2015  09/10/2015       19494.52
4696475005            08/06/2015  09/10/2015       26029.17
6414967502            08/06/2015  09/10/2015          25.56
6604225000            08/06/2015  09/10/2015           7.00
6626365008            08/06/2015  09/10/2015        9326.61
7146330001            08/06/2015  09/10/2015        3101.23
7352631019            08/06/2015  09/10/2015        2890.60
8703872054            08/06/2015  09/10/2015        1065.89
8955365005            08/06/2015  09/10/2015        1163.98
0442731477            08/07/2015  09/11/2015          66.36
0662927573            08/07/2015  09/11/2015        2549.95
0979288487            08/07/2015  09/11/2015          46.77
1043295003            08/07/2015  09/11/2015           9.58
1312808247            08/07/2015  09/11/2015          47.10
2040619443            08/07/2015  09/11/2015        7478.51
2174476057            08/07/2015  09/11/2015         119.97
2225822507            08/07/2015  09/11/2015         463.52
2371115839            08/07/2015  09/11/2015          69.11
2923347955            08/07/2015  09/11/2015         158.99
3103257501            08/07/2015  09/11/2015         372.78
3104883701            08/07/2015  09/11/2015        5240.23
3470617501            08/07/2015  09/11/2015         287.00
4802659823            08/07/2015  09/11/2015       13773.19
5680981221            08/07/2015  09/11/2015          16.23
6070697393            08/07/2015  09/11/2015           9.07
6318036420            08/07/2015  09/11/2015          41.23
6670610002            08/07/2015  09/11/2015          41.44
6855697501            08/07/2015  09/11/2015         514.16
7199264891            08/07/2015  09/11/2015         198.81
7236357500            08/07/2015  09/11/2015        3403.70
7320592509            08/07/2015  09/11/2015          47.10
7448178173            08/07/2015  09/11/2015         219.46
7835036513            08/07/2015  09/11/2015        1601.55
8659213329            08/07/2015  09/11/2015          39.15
8954752245            08/07/2015  09/11/2015          66.65
8965342507            08/07/2015  09/11/2015          12.55
9091146192            08/07/2015  09/11/2015         173.79
9216886433            08/07/2015  09/11/2015          75.80
9628787443            08/07/2015  09/11/2015          63.17
0014940001            08/10/2015  09/14/2015        1809.83
2990617504            08/10/2015  09/14/2015          16.13
4032400121            08/10/2015  09/14/2015         377.94
5863539630            08/10/2015  09/14/2015        1790.44
6265845005            08/10/2015  09/14/2015        1183.82
6904957500            08/10/2015  09/14/2015         193.25
7800570009            08/10/2015  09/14/2015         464.12
7852141840            08/10/2015  09/14/2015        3223.98
9304957500            08/10/2015  09/14/2015         459.65

85 VA Dominion Invoices for a Total Invoice Amount of $172722.36

85 Total Alexandria Invoices for a Total Invoice Amount of $172722.36


Organization:   Total

85 Total Invoices for a Total Invoice Amount of $172722.36

