
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 01/09/2019

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            01/03/2019  02/07/2019          13.94
0850668062            01/03/2019  02/07/2019           8.49
1118501327            01/03/2019  02/07/2019          36.40
1301306682            01/03/2019  02/07/2019          22.70
1625039498            01/03/2019  02/07/2019         127.83
1765582505            01/03/2019  02/07/2019         141.40
1863767503            01/03/2019  02/07/2019          94.36
1934161330            01/03/2019  02/07/2019           9.75
1973380007            01/03/2019  02/07/2019         209.11
2073392504            01/03/2019  02/07/2019         145.61
2123460004            01/03/2019  02/07/2019          55.60
2154604132            01/03/2019  02/07/2019         277.75
2291013056            01/03/2019  02/07/2019         159.62
2464858170            01/03/2019  02/07/2019          23.30
2689812424            01/03/2019  02/07/2019          11.01
2847792476            01/03/2019  02/07/2019           7.83
3249452008            01/03/2019  02/07/2019         197.68
3341907974            01/03/2019  02/07/2019          35.80
3355630009            01/03/2019  02/07/2019          21.61
3675982502            01/03/2019  02/07/2019          45.01
4287681979            01/03/2019  02/07/2019          20.83
4626102505            01/03/2019  02/07/2019          73.49
4793367501            01/03/2019  02/07/2019         136.35
5033402503            01/03/2019  02/07/2019           6.59
5316252500            01/03/2019  02/07/2019        9752.91
5321630005            01/03/2019  02/07/2019         282.59
5348784637            01/03/2019  02/07/2019          22.02
5411705006            01/03/2019  02/07/2019         374.62
5431647501            01/03/2019  02/07/2019        2445.84
5593500001            01/03/2019  02/07/2019          16.05
5611957373            01/03/2019  02/07/2019           8.28
5781917504            01/03/2019  02/07/2019           6.59
6124540409            01/03/2019  02/07/2019         238.22
6137557531            01/03/2019  02/07/2019         150.22
6167465670            01/03/2019  02/07/2019          35.05
6651850288            01/03/2019  02/07/2019          21.70
6923515008            01/03/2019  02/07/2019          68.23
7005172502            01/03/2019  02/07/2019         189.58
7122056133            01/03/2019  02/07/2019           7.00
7967529061            01/03/2019  02/07/2019        -505.21
7996733445            01/03/2019  02/07/2019          28.74
8266487381            01/03/2019  02/07/2019          48.49
8359428136            01/03/2019  02/07/2019          25.61
8702071724            01/03/2019  02/07/2019         269.18
8973730404            01/03/2019  02/07/2019         419.23
9116039182            01/03/2019  02/07/2019          38.83
9598044056            01/03/2019  02/07/2019           6.67
9901598657            01/03/2019  02/07/2019           7.42
9995390003            01/03/2019  02/07/2019         118.10
5246257504            01/04/2019  02/08/2019        2488.58
6433295000            01/04/2019  02/08/2019          46.80
6533151400            01/04/2019  02/08/2019       11370.92
6611367506            01/04/2019  02/08/2019         230.02
7152308461            01/04/2019  02/08/2019        2942.88
8371427504            01/04/2019  02/08/2019        1580.98
8381307506            01/04/2019  02/08/2019         746.46
9273322504            01/04/2019  02/08/2019         560.10
9596382508            01/04/2019  02/08/2019       13908.17
0215490004            01/05/2019  02/11/2019         140.23
0399795483            01/05/2019  02/11/2019           7.53
0851910000            01/05/2019  02/11/2019        2020.29
1704970001            01/05/2019  02/11/2019         278.43
1795517794            01/05/2019  02/11/2019          54.67
2186032500            01/05/2019  02/11/2019        1224.60
2752013074            01/05/2019  02/11/2019          39.44
2959751336            01/05/2019  02/11/2019          18.54
3033837505            01/05/2019  02/11/2019         439.92
3419594464            01/05/2019  02/11/2019        3041.13
3870683699            01/05/2019  02/11/2019         133.52
4676162508            01/05/2019  02/11/2019          39.63
5265675008            01/05/2019  02/11/2019         520.03
5837025922            01/05/2019  02/11/2019         111.67
6117561719            01/05/2019  02/11/2019          30.10
6395925008            01/05/2019  02/11/2019         601.40
6604225000            01/05/2019  02/11/2019          38.52
7568833136            01/05/2019  02/11/2019          10.88
7639515233            01/05/2019  02/11/2019           7.53
7985565550            01/05/2019  02/11/2019          64.24
8486060000            01/05/2019  02/11/2019        1107.92
8555470007            01/05/2019  02/11/2019          63.09
9006000005            01/05/2019  02/11/2019         224.31
9026057506            01/05/2019  02/11/2019         483.26
9423383257            01/05/2019  02/11/2019         230.75
9581789907            01/05/2019  02/11/2019          24.23
0313545006            01/07/2019  02/11/2019         118.94
1122287962            01/07/2019  02/11/2019          77.26
1156320002            01/07/2019  02/11/2019        3441.79
1545407502            01/07/2019  02/11/2019         191.47
1856265002            01/07/2019  02/11/2019        3744.97
4006384632            01/07/2019  02/11/2019          41.46
4452642962            01/07/2019  02/11/2019       23541.69
4696475005            01/07/2019  02/11/2019       24472.70
6414967502            01/07/2019  02/11/2019          26.42
6626365008            01/07/2019  02/11/2019        9046.12
7146330001            01/07/2019  02/11/2019        3102.24
7352631019            01/07/2019  02/11/2019        3045.13
7743229473            01/07/2019  02/11/2019          24.03
8703872054            01/07/2019  02/11/2019         838.89
8955365005            01/07/2019  02/11/2019         863.28

99 VA Dominion Invoices for a Total Invoice Amount of $133365.18

99 Total Alexandria Invoices for a Total Invoice Amount of $133365.18


Organization:   Total

99 Total Invoices for a Total Invoice Amount of $133365.18

