
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 03/14/2018

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0215490004            03/06/2018  04/10/2018         145.56
0851910000            03/06/2018  04/10/2018        1742.40
1704970001            03/06/2018  04/10/2018         138.65
2186032500            03/06/2018  04/10/2018        1364.11
2752013074            03/06/2018  04/10/2018          46.42
2959751336            03/06/2018  04/10/2018          18.02
3033837505            03/06/2018  04/10/2018         385.44
3419594464            03/06/2018  04/10/2018        3265.38
3870683699            03/06/2018  04/10/2018         205.83
4676162508            03/06/2018  04/10/2018          37.08
5265675008            03/06/2018  04/10/2018         415.14
5837025922            03/06/2018  04/10/2018         129.42
6395925008            03/06/2018  04/10/2018         539.86
6604225000            03/06/2018  04/10/2018          39.73
7568833136            03/06/2018  04/10/2018           9.50
8486060000            03/06/2018  04/10/2018         887.14
8555470007            03/06/2018  04/10/2018         147.79
9006000005            03/06/2018  04/10/2018         219.21
9026057506            03/06/2018  04/10/2018         448.48
9423383257            03/06/2018  04/10/2018         146.59
9581789907            03/06/2018  04/10/2018          20.52
0313545006            03/07/2018  04/11/2018         118.97
1122287962            03/07/2018  04/11/2018         323.95
1156320002            03/07/2018  04/11/2018        3081.08
1545407502            03/07/2018  04/11/2018         162.62
1856265002            03/07/2018  04/11/2018        3588.12
4006384632            03/07/2018  04/11/2018          42.54
4452642962            03/07/2018  04/11/2018       17834.96
4696475005            03/07/2018  04/11/2018       22784.65
6414967502            03/07/2018  04/11/2018          25.80
6626365008            03/07/2018  04/11/2018        8149.11
7146330001            03/07/2018  04/11/2018        2644.54
7352631019            03/07/2018  04/11/2018        2976.52
7743229473            03/07/2018  04/11/2018          50.90
8703872054            03/07/2018  04/11/2018         848.88
8955365005            03/07/2018  04/11/2018         618.66
0442731477            03/08/2018  04/12/2018          74.69
0662927573            03/08/2018  04/12/2018        2067.71
0979288487            03/08/2018  04/12/2018          61.27
1043295003            03/08/2018  04/12/2018          45.05
1312808247            03/08/2018  04/12/2018          53.29
2040619443            03/08/2018  04/12/2018        6718.24
2174476057            03/08/2018  04/12/2018         124.39
2225822507            03/08/2018  04/12/2018         234.96
2371115839            03/08/2018  04/12/2018          67.85
2923347955            03/08/2018  04/12/2018         168.06
3092500747            03/08/2018  04/12/2018          85.43
3103257501            03/08/2018  04/12/2018         260.47
3104883701            03/08/2018  04/12/2018        4339.85
3470617501            03/08/2018  04/12/2018         171.11
4802659823            03/08/2018  04/12/2018       13437.30
5680981221            03/08/2018  04/12/2018          16.03
6070697393            03/08/2018  04/12/2018          58.70
6318036420            03/08/2018  04/12/2018          40.12
6670610002            03/08/2018  04/12/2018         546.80
6855697501            03/08/2018  04/12/2018         272.62
7199264891            03/08/2018  04/12/2018         164.76
7236357500            03/08/2018  04/12/2018        3289.14
7320592509            03/08/2018  04/12/2018          50.48
7448178173            03/08/2018  04/12/2018         180.92
7835036513            03/08/2018  04/12/2018        1513.80
8118282899            03/08/2018  04/12/2018           7.38
8659213329            03/08/2018  04/12/2018          33.81
8954752245            03/08/2018  04/12/2018          57.72
8965342507            03/08/2018  04/12/2018          78.91
9091146192            03/08/2018  04/12/2018         212.77
9216886433            03/08/2018  04/12/2018          43.26
9628787443            03/08/2018  04/12/2018          38.10
0014940001            03/09/2018  04/13/2018         816.00
2990617504            03/09/2018  04/13/2018          64.44
4032400121            03/09/2018  04/13/2018         577.04
5863539630            03/09/2018  04/13/2018        1759.97
6265845005            03/09/2018  04/13/2018         822.06
6904957500            03/09/2018  04/13/2018         247.62
7800570009            03/09/2018  04/13/2018          50.71
7852141840            03/09/2018  04/13/2018        2151.41
0035425008            03/12/2018  04/16/2018         108.94
0045282506            03/12/2018  04/16/2018         109.44
0668286057            03/12/2018  04/16/2018         129.70
0865355002            03/12/2018  04/16/2018         124.20
0875041303            03/12/2018  04/16/2018          21.02
0886617919            03/12/2018  04/16/2018          20.25
0899594022            03/12/2018  04/16/2018          25.47
0906461793            03/12/2018  04/16/2018          16.03
0917312621            03/12/2018  04/16/2018          16.64
0925594723            03/12/2018  04/16/2018          14.13
0939811717            03/12/2018  04/16/2018          24.86
0949361505            03/12/2018  04/16/2018          14.31
0957987662            03/12/2018  04/16/2018          17.13
0962345666            03/12/2018  04/16/2018          28.90
1030506974            03/12/2018  04/16/2018           9.01
1338347873            03/12/2018  04/16/2018          46.56
1847312228            03/12/2018  04/16/2018         182.04
1951810769            03/12/2018  04/16/2018         120.68
2278126202            03/12/2018  04/16/2018          45.65
2342127509            03/12/2018  04/16/2018         362.13
2596065009            03/12/2018  04/16/2018          99.08
3004480236            03/12/2018  04/16/2018          23.27
4543627956            03/12/2018  04/16/2018           8.39
5606496759            03/12/2018  04/16/2018           6.59
5722222501            03/12/2018  04/16/2018          14.63
5737778562            03/12/2018  04/16/2018         198.70
6372590007            03/12/2018  04/16/2018         137.96
6555515433            03/12/2018  04/16/2018          19.60
7976345004            03/12/2018  04/16/2018        1566.32
8395777488            03/12/2018  04/16/2018         627.36
8781417566            03/12/2018  04/16/2018         761.48
9163056071            03/12/2018  04/16/2018           7.27
9864369971            03/12/2018  04/16/2018          31.19

109 VA Dominion Invoices for a Total Invoice Amount of $119546.74

109 Total Alexandria Invoices for a Total Invoice Amount of $119546.74


Organization:   Total

109 Total Invoices for a Total Invoice Amount of $119546.74

