
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 01/12/2011

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            01/04/2011  02/08/2011          10.33
1011348529            01/04/2011  02/08/2011        1025.87
1765582505            01/04/2011  02/08/2011         126.73
1973380007            01/04/2011  02/08/2011         193.82
2073392504            01/04/2011  02/08/2011         116.84
2123460004            01/04/2011  02/08/2011          34.55
2154604132            01/04/2011  02/08/2011         216.27
3355630009            01/04/2011  02/08/2011          15.66
3675982502            01/04/2011  02/08/2011          53.12
4793367501            01/04/2011  02/08/2011          92.12
5163527509            01/04/2011  02/08/2011          26.55
5316252500            01/04/2011  02/08/2011        8175.15
5321630005            01/04/2011  02/08/2011         125.61
5411705006            01/04/2011  02/08/2011         614.88
5431647501            01/04/2011  02/08/2011        2468.19
5593500001            01/04/2011  02/08/2011          14.81
6433295000            01/04/2011  02/08/2011          29.40
6651850288            01/04/2011  02/08/2011           5.50
6923515008            01/04/2011  02/08/2011          56.26
7241105886            01/04/2011  02/08/2011          26.36
8973730404            01/04/2011  02/08/2011         744.63
9562096736            01/04/2011  02/08/2011         211.72
1863767503            01/05/2011  02/09/2011          55.58
3341907974            01/05/2011  02/09/2011           9.71
4626102505            01/05/2011  02/09/2011          73.91
5033402503            01/05/2011  02/09/2011          19.26
5246257504            01/05/2011  02/09/2011        2420.78
5341575008            01/05/2011  02/09/2011          25.27
5498080240            01/05/2011  02/09/2011         200.85
5611957373            01/05/2011  02/09/2011           6.62
6124540409            01/05/2011  02/09/2011         173.13
6137557531            01/05/2011  02/09/2011         145.09
6533151400            01/05/2011  02/09/2011       10536.83
6611367506            01/05/2011  02/09/2011         156.02
6733352501            01/05/2011  02/09/2011          33.13
7005172502            01/05/2011  02/09/2011         179.64
7122056133            01/05/2011  02/09/2011           5.84
7152308461            01/05/2011  02/09/2011        2715.84
8371427504            01/05/2011  02/09/2011        1430.36
8381307506            01/05/2011  02/09/2011         787.76
9273322504            01/05/2011  02/09/2011         413.66
9596382508            01/05/2011  02/09/2011       13632.81
9598044056            01/05/2011  02/09/2011           5.59
9995390003            01/05/2011  02/09/2011          78.80
0215490004            01/06/2011  02/10/2011          87.82
0851910000            01/06/2011  02/10/2011        2178.57
1704970001            01/06/2011  02/10/2011          82.38
1735865006            01/06/2011  02/10/2011         168.81
2186032500            01/06/2011  02/10/2011        1144.64
3033837505            01/06/2011  02/10/2011         845.77
3419594464            01/06/2011  02/10/2011        2728.62
3870683699            01/06/2011  02/10/2011         121.64
4676162508            01/06/2011  02/10/2011           5.50
5265675008            01/06/2011  02/10/2011         291.32
5746157501            01/06/2011  02/10/2011          67.96
5837025922            01/06/2011  02/10/2011         123.46
6395925008            01/06/2011  02/10/2011         940.76
6604225000            01/06/2011  02/10/2011           5.67
8486060000            01/06/2011  02/10/2011         810.11
8555470007            01/06/2011  02/10/2011         123.28
8975650279            01/06/2011  02/10/2011           6.09
9006000005            01/06/2011  02/10/2011         181.87
9026057506            01/06/2011  02/10/2011         562.21
9423383257            01/06/2011  02/10/2011         135.90
9581789907            01/06/2011  02/10/2011          31.59
0313545006            01/07/2011  02/11/2011          42.70
0551576051            01/07/2011  02/11/2011         252.91
1156320002            01/07/2011  02/11/2011        3993.78
1545407502            01/07/2011  02/11/2011         161.88
1856265002            01/07/2011  02/11/2011        3670.70
2865622506            01/07/2011  02/11/2011         187.12
3856202134            01/07/2011  02/11/2011         490.57
4696475005            01/07/2011  02/11/2011       20487.73
5658873640            01/07/2011  01/31/2011         826.57
6414967502            01/07/2011  02/11/2011          23.28
6626365008            01/07/2011  02/11/2011        7777.79
6976229325            01/07/2011  02/11/2011        1197.08
7146330001            01/07/2011  02/11/2011        2335.40
7352631019            01/07/2011  02/11/2011        2188.81
8703872054            01/07/2011  02/11/2011         760.64
8955365005            01/07/2011  02/11/2011         817.98
1043295003            01/08/2011  02/14/2011           5.50
1312808247            01/08/2011  02/14/2011          54.81
2174476057            01/08/2011  02/14/2011         141.75
2225822507            01/08/2011  02/14/2011         472.74
2923347955            01/08/2011  02/14/2011         140.95
3103257501            01/08/2011  02/14/2011         247.60
3470617501            01/08/2011  02/14/2011         185.89
6070697393            01/08/2011  02/14/2011          70.53
6670610002            01/08/2011  02/14/2011         551.19
6855697501            01/08/2011  02/14/2011         206.34
7199264891            01/08/2011  02/14/2011         228.86
7236357500            01/08/2011  02/14/2011        3278.50
7320592509            01/08/2011  02/14/2011          36.09
7448178173            01/08/2011  02/14/2011         285.22
7835036513            01/08/2011  02/14/2011        1675.61
8515290008            01/08/2011  02/14/2011         912.85
8525402502            01/08/2011  02/14/2011         132.99
8954752245            01/08/2011  02/14/2011          54.04
9091146192            01/08/2011  02/14/2011         424.63
9216886433            01/08/2011  02/14/2011          51.79
0014940001            01/10/2011  02/14/2011         656.05
2040619443            01/10/2011  02/14/2011        7565.34
4032400121            01/10/2011  02/14/2011         247.73
5210403555            01/10/2011  02/14/2011         827.35
5863539630            01/10/2011  02/14/2011        1330.23
6265845005            01/10/2011  02/14/2011         577.31
6904957500            01/10/2011  02/14/2011         311.32
7852141840            01/10/2011  02/14/2011        2672.49
8965342507            01/10/2011  02/14/2011         -37.75

110 VA Dominion Invoices for a Total Invoice Amount of $126657.71

110 Total Alexandria Invoices for a Total Invoice Amount of $126657.71

Organization:   Total

110 Total Invoices for a Total Invoice Amount of $126657.71

