
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 09/14/2011

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0313545006            09/06/2011  10/11/2011         239.09
1856265002            09/06/2011  10/11/2011        4519.71
2865622506            09/06/2011  10/11/2011         423.43
5658873640            09/06/2011  09/28/2011         728.62
6414967502            09/06/2011  10/11/2011          25.67
7352631019            09/06/2011  10/11/2011        3408.94
8703872054            09/06/2011  10/11/2011         833.55
9006000005            09/06/2011  10/11/2011         516.05
0551576051            09/07/2011  10/12/2011         334.16
0662927573            09/07/2011  10/12/2011        3923.24
1011348529            09/07/2011  10/12/2011        -762.66
1043295003            09/07/2011  10/12/2011           4.72
1156320002            09/07/2011  10/12/2011        4791.02
1312808247            09/07/2011  10/12/2011          50.88
1545407502            09/07/2011  10/12/2011         166.45
2174476057            09/07/2011  10/12/2011          88.38
2225822507            09/07/2011  10/12/2011         353.28
2923347955            09/07/2011  10/12/2011         205.04
3103257501            09/07/2011  10/12/2011         381.18
3470617501            09/07/2011  10/12/2011         298.40
3856202134            09/07/2011  10/12/2011         615.01
4696475005            09/07/2011  10/12/2011       28090.82
6070697393            09/07/2011  10/12/2011           8.44
6395925008            09/07/2011  10/12/2011         400.03
6670610002            09/07/2011  10/12/2011          80.42
6855697501            09/07/2011  10/12/2011         428.08
6976229325            09/07/2011  10/12/2011         612.05
7146330001            09/07/2011  10/12/2011        3043.01
7199264891            09/07/2011  10/12/2011         290.54
7320592509            09/07/2011  10/12/2011          35.30
7448178173            09/07/2011  10/12/2011          94.31
8954752245            09/07/2011  10/12/2011          53.75
8955365005            09/07/2011  10/12/2011        1221.61
9091146192            09/07/2011  10/12/2011         297.52
9216886433            09/07/2011  10/12/2011          46.63
2040619443            09/08/2011  10/13/2011        8820.09
2990617504            09/08/2011  10/13/2011           5.66
4032400121            09/08/2011  10/13/2011         353.95
4802659823            09/08/2011  10/13/2011       17843.15
5863539630            09/08/2011  10/13/2011        1648.74
6265845005            09/08/2011  10/13/2011        1087.34
6626365008            09/08/2011  10/13/2011       10350.05
7236357500            09/08/2011  10/13/2011        3935.70
7835036513            09/08/2011  10/13/2011        1960.99
7852141840            09/08/2011  10/13/2011        3418.24
8515290008            09/08/2011  10/13/2011         629.02
8525402502            09/08/2011  10/13/2011         346.13
8965342507            09/08/2011  10/13/2011          45.24
0014940001            09/09/2011  10/14/2011        1166.84
0865355002            09/09/2011  10/14/2011         107.78
0875041303            09/09/2011  10/14/2011          50.69
0886617919            09/09/2011  10/14/2011          84.33
0906461793            09/09/2011  10/14/2011          97.38
0917312621            09/09/2011  10/14/2011          45.73
0925594723            09/09/2011  10/14/2011          64.94
0949361505            09/09/2011  10/14/2011          92.93
0962345666            09/09/2011  10/14/2011          43.07
1030506974            09/09/2011  10/14/2011         -41.90
2342127509            09/09/2011  10/14/2011         262.93
2596065009            09/09/2011  10/14/2011         204.54
3004480236            09/09/2011  10/14/2011          19.41
5722222501            09/09/2011  10/14/2011           5.66
5737778562            09/09/2011  10/14/2011         106.39
6372590007            09/09/2011  10/14/2011          76.72
6904957500            09/09/2011  10/14/2011         235.21
7800570009            09/09/2011  10/14/2011         290.65
7902610000            09/09/2011  10/14/2011         714.50
7976345004            09/09/2011  10/14/2011        3279.10
8395777488            09/09/2011  10/14/2011         183.77
9304957500            09/09/2011  10/14/2011         569.39
0035425008            09/12/2011  10/17/2011          84.04
0045282506            09/12/2011  10/17/2011         140.62
0104237722            09/12/2011  10/17/2011        1851.70
0899594022            09/12/2011  10/17/2011          38.32
0939811717            09/12/2011  10/17/2011          36.44
0957987662            09/12/2011  10/17/2011          98.77
1513230001            09/12/2011  10/17/2011         264.52
2942720000            09/12/2011  10/17/2011         188.22
8485977501            09/12/2011  10/17/2011         952.64
9271454192            09/12/2011  10/17/2011         128.37
9523688605            09/12/2011  10/17/2011         433.81

81 VA Dominion Invoices for a Total Invoice Amount of $118168.48

81 Total Alexandria Invoices for a Total Invoice Amount of $118168.48

Organization:   Total

81 Total Invoices for a Total Invoice Amount of $118168.48

