
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 11/13/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
32E+11                10/18/2017  11/21/2017         277.82
32E+11                10/27/2017  11/21/2017         524.49
32E+11                10/19/2017  11/21/2017          51.44
32E+11                10/18/2017  11/21/2017          81.42
32E+11                10/19/2017  11/21/2017          72.22
32E+11                10/19/2017  11/21/2017          84.06
32E+11                10/19/2017  11/21/2017         347.32
32E+11                10/18/2017  11/21/2017          16.70
32E+11                10/27/2017  11/21/2017          42.68
32E+11                10/19/2017  11/21/2017          89.24
32E+11                10/20/2017  11/21/2017         100.41
32E+11                10/30/2017  11/21/2017         128.47
32E+11                10/18/2017  11/21/2017       -1886.12
32E+11                10/19/2017  11/21/2017        -530.01
32E+11                10/18/2017  11/21/2017        -347.75
32E+11                10/16/2017  11/21/2017       -5545.15
32E+11                10/30/2017  11/21/2017       -3955.15
32E+11                10/18/2017  11/21/2017       -2911.39
32E+11                10/18/2017  11/21/2017        -365.95
32E+11                10/18/2017  11/21/2017       -5968.67
32E+11                10/18/2017  11/21/2017        -332.82
32E+11                10/16/2017  11/21/2017      -13495.70
32E+11                10/16/2017  11/21/2017      -19387.88
32E+11                10/16/2017  11/21/2017        -140.76
32E+11                10/19/2017  11/21/2017       -2407.44
32E+11                10/19/2017  11/21/2017         -72.39
32E+11                10/19/2017  11/21/2017       -1264.47
32E+11                10/19/2017  11/21/2017        -469.34
32E+11                10/19/2017  11/21/2017         -98.56
32E+11                10/19/2017  11/21/2017        -931.89
32E+11                10/20/2017  11/21/2017       -2868.62
32E+11                10/19/2017  11/21/2017       -1891.85
32E+11                10/19/2017  11/21/2017        -422.89
32E+11                10/19/2017  11/21/2017         -78.19
320001E+11            10/18/2017  11/21/2017       -1278.32
320001E+11            10/18/2017  11/21/2017       -2775.76
320001E+11            10/18/2017  11/21/2017        -888.44
320001E+11            10/30/2017  11/21/2017        -255.89
320001E+11            10/20/2017  11/21/2017       -1458.41
320001E+11            10/19/2017  11/21/2017        -853.07
320001E+11            10/18/2017  11/21/2017         -39.06
320001E+11            10/10/2017  11/21/2017          36.14
320001E+11            10/18/2017  11/21/2017       -7868.06
320001E+11            10/18/2017  11/21/2017       -1282.28
320001E+11            10/19/2017  11/21/2017        -492.71
320001E+11            10/19/2017  11/21/2017       -1436.16
320001E+11            10/19/2017  11/21/2017        -433.95
320001E+11            10/27/2017  11/21/2017       -2209.78
320001E+11            10/20/2017  11/21/2017        -302.95
320001E+11            10/20/2017  11/21/2017        -283.40
320001E+11            10/20/2017  11/21/2017        -372.12
320001E+11            10/19/2017  11/21/2017        -573.15
320001E+11            10/19/2017  11/21/2017        -435.31
320001E+11            10/20/2017  11/21/2017       -4183.02
320001E+11            10/20/2017  11/21/2017         -87.76
320001E+11            10/18/2017  11/21/2017        -592.95
320002E+11            10/19/2017  11/21/2017        -539.78
320003E+11            10/19/2017  11/21/2017       -1175.93
320003E+11            10/23/2017  11/21/2017       -6495.34
320003E+11            10/19/2017  11/21/2017        -559.81
320003E+11            10/18/2017  11/21/2017        -138.05
320003E+11            10/18/2017  11/21/2017        -948.49
320003E+11            10/18/2017  11/21/2017        -970.16
320001E+11            10/17/2017  11/21/2017          39.01
320001E+11            10/17/2017  11/21/2017          27.49
320001E+11            10/17/2017  11/21/2017          32.10
320001E+11            10/17/2017  11/21/2017          37.40
320001E+11            10/17/2017  11/21/2017          37.41
320001E+11            10/17/2017  11/21/2017          42.39
320001E+11            10/17/2017  11/21/2017          37.43
320001E+11            10/17/2017  11/21/2017          56.24
320001E+11            10/17/2017  11/21/2017          14.61
320001E+11            10/17/2017  11/21/2017          39.44
320001E+11            10/17/2017  11/21/2017          48.10
320001E+11            10/17/2017  11/21/2017          34.57
320001E+11            10/17/2017  11/21/2017          34.30
320001E+11            10/17/2017  11/21/2017          39.57
320001E+11            10/17/2017  11/21/2017          27.53
320001E+11            10/17/2017  11/21/2017          33.03
320001E+11            10/17/2017  11/21/2017          29.46
320001E+11            10/17/2017  11/21/2017          23.78
320001E+11            10/17/2017  11/21/2017          47.05
320001E+11            10/17/2017  11/21/2017          25.67
320001E+11            10/17/2017  11/21/2017          34.76
320001E+11            10/17/2017  11/21/2017          34.04
320001E+11            10/17/2017  11/21/2017          39.15
320001E+11            10/17/2017  11/21/2017          32.63
320001E+11            10/17/2017  11/21/2017          33.12
320001E+11            10/17/2017  11/21/2017          34.85
320001E+11            10/17/2017  11/21/2017          35.34
320001E+11            10/17/2017  11/21/2017          41.97
320001E+11            10/17/2017  11/21/2017          43.14
320001E+11            10/17/2017  11/21/2017          57.66
320001E+11            10/17/2017  11/21/2017          48.56
320001E+11            10/17/2017  11/21/2017          45.84
320001E+11            10/17/2017  11/21/2017          77.73
320001E+11            10/17/2017  11/21/2017          49.47
320001E+11            10/17/2017  11/21/2017          45.58
320001E+11            10/17/2017  11/21/2017          39.41
320001E+11            10/17/2017  11/21/2017          44.60
320001E+11            10/17/2017  11/21/2017          51.98
320001E+11            10/17/2017  11/21/2017          41.85
320001E+11            10/17/2017  11/21/2017          49.21
320001E+11            10/17/2017  11/21/2017          67.91
320001E+11            10/17/2017  11/21/2017          54.13
320001E+11            10/17/2017  11/21/2017          39.82
320001E+11            10/17/2017  11/21/2017          54.85
320001E+11            10/17/2017  11/21/2017          47.36
320001E+11            10/17/2017  11/21/2017          50.08
320001E+11            10/17/2017  11/21/2017          52.59
320001E+11            10/17/2017  11/21/2017          56.88
320001E+11            10/17/2017  11/21/2017          80.68
320001E+11            10/17/2017  11/21/2017          42.40
320001E+11            10/17/2017  11/21/2017          44.03
320001E+11            10/17/2017  11/21/2017          43.00
320001E+11            10/17/2017  11/21/2017          52.79
320001E+11            10/17/2017  11/21/2017          49.94
320001E+11            10/17/2017  11/21/2017          56.03
320001E+11            10/17/2017  11/21/2017          42.46
320001E+11            10/17/2017  11/21/2017          35.64
320001E+11            10/17/2017  11/21/2017          49.98
320001E+11            10/17/2017  11/21/2017          42.03
320001E+11            10/17/2017  11/21/2017          63.83
320001E+11            10/17/2017  11/21/2017          44.36
320001E+11            10/17/2017  11/21/2017          45.10
320001E+11            10/17/2017  11/21/2017          50.20
320001E+11            10/17/2017  11/21/2017          48.97
320001E+11            10/17/2017  11/21/2017          34.75
320001E+11            10/17/2017  11/21/2017          39.17
320001E+11            10/17/2017  11/21/2017          44.79
320001E+11            10/17/2017  11/21/2017          35.79
320001E+11            10/17/2017  11/21/2017          46.45
320001E+11            10/17/2017  11/21/2017          44.55
320001E+11            10/17/2017  11/21/2017          39.61
320001E+11            10/17/2017  11/21/2017          39.58
320001E+11            10/17/2017  11/21/2017          44.84
320001E+11            10/17/2017  11/21/2017          45.45
320001E+11            10/17/2017  11/21/2017          41.51
320001E+11            10/17/2017  11/21/2017          49.95
320001E+11            10/17/2017  11/21/2017          39.72
320001E+11            10/17/2017  11/21/2017          53.00
320001E+11            10/17/2017  11/21/2017          36.09
320001E+11            10/17/2017  11/21/2017          41.77
320001E+11            10/17/2017  11/21/2017          55.24
320001E+11            10/17/2017  11/21/2017          37.83
320001E+11            10/17/2017  11/21/2017          49.54
320001E+11            10/17/2017  11/21/2017          41.61
320001E+11            10/17/2017  11/21/2017          37.05
320001E+11            10/17/2017  11/21/2017          38.95
320001E+11            10/17/2017  11/21/2017          56.37
320001E+11            10/17/2017  11/21/2017          66.54
320001E+11            10/17/2017  11/21/2017          31.91
320001E+11            10/17/2017  11/21/2017          52.56
320001E+11            10/17/2017  11/21/2017          45.13
320001E+11            10/17/2017  11/21/2017          39.33
320001E+11            10/17/2017  11/21/2017          49.53
320001E+11            10/17/2017  11/21/2017          31.31
320001E+11            10/17/2017  11/21/2017          46.50
320001E+11            10/17/2017  11/21/2017          31.53
320001E+11            10/17/2017  11/21/2017          46.17
320001E+11            10/17/2017  11/21/2017          41.68
320001E+11            10/17/2017  11/21/2017          40.11
320001E+11            10/17/2017  11/21/2017          56.57
320001E+11            10/17/2017  11/21/2017          41.74
320001E+11            10/17/2017  11/21/2017          50.71
320001E+11            10/17/2017  11/21/2017          37.81
320001E+11            10/17/2017  11/21/2017          45.16
320001E+11            10/17/2017  11/21/2017          39.48
320001E+11            10/17/2017  11/21/2017          34.89
320001E+11            10/17/2017  11/21/2017          32.56
320001E+11            10/17/2017  11/21/2017          44.20
320001E+11            10/17/2017  11/21/2017          39.49
320001E+11            10/17/2017  11/21/2017          39.54
320001E+11            10/17/2017  11/21/2017          42.87
320001E+11            10/17/2017  11/21/2017          36.42
320001E+11            10/17/2017  11/21/2017          37.33
320001E+11            10/17/2017  11/21/2017          42.11
320001E+11            10/17/2017  11/21/2017          53.62
320001E+11            10/17/2017  11/21/2017          48.29
320001E+11            10/17/2017  11/21/2017          43.32
320001E+11            10/17/2017  11/21/2017          59.11
320001E+11            10/17/2017  11/21/2017          33.01
320001E+11            10/17/2017  11/21/2017          14.61
320001E+11            10/17/2017  11/21/2017          41.26
320001E+11            10/17/2017  11/21/2017          61.73
320001E+11            10/17/2017  11/21/2017          39.10
320001E+11            10/17/2017  11/21/2017          49.29
320001E+11            10/17/2017  11/21/2017          61.16
320001E+11            10/17/2017  11/21/2017          49.14
320001E+11            10/17/2017  11/21/2017          54.83
320001E+11            10/17/2017  11/21/2017          59.97
320001E+11            10/17/2017  11/21/2017          38.82
320001E+11            10/17/2017  11/21/2017          45.03
320001E+11            10/17/2017  11/21/2017          39.92
320001E+11            10/17/2017  11/21/2017          53.13
320001E+11            10/17/2017  11/21/2017          36.96
320001E+11            10/17/2017  11/21/2017          54.26
320001E+11            10/17/2017  11/21/2017          40.87
320001E+11            10/17/2017  11/21/2017          31.09
