DateTime,Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2018-08-28 15:52:00,2018-08-28,3:52 PM,93,73,52,SSW,12,0,30.05,0.0,Partly Cloudy
2018-08-28 16:52:00,2018-08-28,4:52 PM,92,72,52,S,10,0,30.03,0.0,Fair
2018-08-28 17:52:00,2018-08-28,5:52 PM,91,73,55,S,9,0,30.03,0.0,Partly Cloudy
2018-08-28 18:52:00,2018-08-28,6:52 PM,88,75,65,S,8,0,30.03,0.0,Partly Cloudy
2018-08-28 19:52:00,2018-08-28,7:52 PM,86,75,70,S,8,0,30.03,0.0,Partly Cloudy
2018-08-28 20:52:00,2018-08-28,8:52 PM,85,76,74,S,8,0,30.03,0.0,Fair
2018-08-28 21:52:00,2018-08-28,9:52 PM,84,77,79,S,6,0,30.04,0.0,Fair
2018-08-28 22:52:00,2018-08-28,10:52 PM,83,77,82,S,9,0,30.05,0.0,Mostly Cloudy
2018-08-28 23:52:00,2018-08-28,11:52 PM,82,77,85,S,7,0,30.04,0.0,Mostly Cloudy
