DateTime,Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2016-07-05 01:21:00,2016-07-05,1:21 AM,74,72,93,SSW,12,0,29.85,0.0,Cloudy
2016-07-05 02:18:00,2016-07-05,2:18 AM,75,73,94,SSW,6,0,29.83,0.0,Heavy Rain
2016-07-05 05:19:00,2016-07-05,5:19 AM,74,73,97,SSW,5,0,29.80,0.1,Light Rain
2016-07-05 05:52:00,2016-07-05,5:52 AM,74,73,97,WSW,7,0,29.82,0.1,Rain
2016-07-05 09:52:00,2016-07-05,9:52 AM,82,73,74,W,10,0,29.84,0.0,Partly Cloudy
2016-07-05 15:52:00,2016-07-05,3:52 PM,91,72,53,NNW,10,0,29.82,0.0,Mostly Cloudy
2016-07-05 16:52:00,2016-07-05,4:52 PM,89,70,53,NW,12,0,29.82,0.0,Mostly Cloudy
