
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 11/08/2017

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            10/31/2017  12/05/2017          10.21
0850668062            10/31/2017  12/05/2017          15.33
1118501327            10/31/2017  12/05/2017          32.08
1301306682            10/31/2017  12/05/2017          20.78
1765582505            10/31/2017  12/05/2017         202.40
1863767503            10/31/2017  12/05/2017          53.12
1934161330            10/31/2017  12/05/2017           8.07
1973380007            10/31/2017  12/05/2017         235.91
2073392504            10/31/2017  12/05/2017         126.16
2123460004            10/31/2017  12/05/2017          39.10
2154604132            10/31/2017  12/05/2017         257.79
2464858170            10/31/2017  12/05/2017          21.46
3249452008            10/31/2017  12/05/2017          43.61
3341907974            10/31/2017  12/05/2017          42.21
3355630009            10/31/2017  12/05/2017          18.62
3675982502            10/31/2017  12/05/2017          14.14
4287681979            10/31/2017  12/05/2017          19.50
4626102505            10/31/2017  12/05/2017          99.88
4793367501            10/31/2017  12/05/2017          98.77
5033402503            10/31/2017  12/05/2017           6.59
5316252500            10/31/2017  12/05/2017        9051.72
5321630005            10/31/2017  12/05/2017          38.51
5348784637            10/31/2017  12/05/2017          47.02
5411705006            10/31/2017  12/05/2017         186.86
5431647501            10/31/2017  12/05/2017        2145.29
5593500001            10/31/2017  12/05/2017          14.57
5611957373            10/31/2017  12/05/2017           7.89
5781917504            10/31/2017  12/05/2017           6.59
6124540409            10/31/2017  12/05/2017         142.82
6137557531            10/31/2017  12/05/2017          52.79
6167465670            10/31/2017  12/05/2017          44.30
6433295000            10/31/2017  12/05/2017          23.94
6651850288            10/31/2017  12/05/2017         117.67
6923515008            10/31/2017  12/05/2017          62.15
7005172502            10/31/2017  12/05/2017         264.30
7122056133            10/31/2017  12/05/2017           6.88
7996733445            10/31/2017  12/05/2017          25.98
8702071724            10/31/2017  12/05/2017         255.66
8973730404            10/31/2017  12/05/2017         217.69
9116039182            10/31/2017  12/05/2017          35.88
9598044056            10/31/2017  12/05/2017           6.55
9901598657            10/31/2017  12/05/2017           7.38
9995390003            10/31/2017  12/05/2017          43.34
5246257504            11/01/2017  12/06/2017        1822.34
6533151400            11/01/2017  12/06/2017       10396.22
6611367506            11/01/2017  12/06/2017         109.10
7152308461            11/01/2017  12/06/2017        2667.12
8371427504            11/01/2017  12/06/2017        1041.20
8381307506            11/01/2017  12/06/2017         203.48
9273322504            11/01/2017  12/06/2017         677.14
9596382508            11/01/2017  12/06/2017       13138.63
0215490004            11/02/2017  12/07/2017          84.47
0851910000            11/02/2017  12/07/2017         136.43
1704970001            11/02/2017  12/07/2017          90.90
2186032500            11/02/2017  12/07/2017        1829.69
2752013074            11/02/2017  12/07/2017          41.85
2959751336            11/02/2017  12/07/2017          16.98
3033837505            11/02/2017  12/07/2017         276.15
3419594464            11/02/2017  12/07/2017        3571.56
3870683699            11/02/2017  12/07/2017          46.42
4676162508            11/02/2017  12/07/2017          30.85
5265675008            11/02/2017  12/07/2017         232.20
5837025922            11/02/2017  12/07/2017         116.16
6395925008            11/02/2017  12/07/2017         179.00
6604225000            11/02/2017  12/07/2017          35.33
7568833136            11/02/2017  12/07/2017           8.77
8486060000            11/02/2017  12/07/2017         896.03
8555470007            11/02/2017  12/07/2017          83.12
9006000005            11/02/2017  12/07/2017         241.57
9026057506            11/02/2017  12/07/2017         476.04
9423383257            11/02/2017  12/07/2017         167.39
9581789907            11/02/2017  12/07/2017          15.82
0313545006            11/03/2017  12/08/2017         222.05
1122287962            11/03/2017  12/08/2017         198.29
1156320002            11/03/2017  12/08/2017        3029.79
1545407502            11/03/2017  12/08/2017         107.48
1856265002            11/03/2017  12/08/2017        2497.62
4006384632            11/03/2017  12/08/2017          11.37
4452642962            11/03/2017  12/08/2017       18068.10
4696475005            11/03/2017  12/08/2017       25485.83
6414967502            11/03/2017  12/08/2017          25.78
6626365008            11/03/2017  12/08/2017        8673.74
7146330001            11/03/2017  12/08/2017        2251.09
7352631019            11/03/2017  12/08/2017        2107.69
8703872054            11/03/2017  12/08/2017         648.93
8955365005            11/03/2017  12/08/2017         643.92
0442731477            11/06/2017  12/11/2017          76.51
0662927573            11/06/2017  12/11/2017        2360.21
0979288487            11/06/2017  12/11/2017          54.98
1043295003            11/06/2017  12/11/2017          39.53
1312808247            11/06/2017  12/11/2017          50.80
2040619443            11/06/2017  12/11/2017        7179.03
2174476057            11/06/2017  12/11/2017          57.43
2225822507            11/06/2017  12/11/2017         251.46
2371115839            11/06/2017  12/11/2017          49.87
2923347955            11/06/2017  12/11/2017          65.71
3092500747            11/06/2017  12/11/2017          84.74
3103257501            11/06/2017  12/11/2017         247.73
3104883701            11/06/2017  12/11/2017        4804.64
3470617501            11/06/2017  12/11/2017          10.67
4802659823            11/06/2017  12/11/2017       13754.30
5680981221            11/06/2017  12/11/2017          15.44
6070697393            11/06/2017  12/11/2017          20.92
6318036420            11/06/2017  12/11/2017          39.24
6670610002            11/06/2017  12/11/2017         -64.66
6855697501            11/06/2017  12/11/2017         253.64
7199264891            11/06/2017  12/11/2017           3.12
7236357500            11/06/2017  12/11/2017        3183.62
