
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 04/11/2018

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            04/03/2018  05/08/2018          13.52
0850668062            04/03/2018  05/08/2018           8.30
1118501327            04/03/2018  05/08/2018          33.41
1301306682            04/03/2018  05/08/2018          21.55
1765582505            04/03/2018  05/08/2018         121.37
1863767503            04/03/2018  05/08/2018          51.59
1934161330            04/03/2018  05/08/2018           8.39
1973380007            04/03/2018  05/08/2018         198.33
2073392504            04/03/2018  05/08/2018         121.98
2123460004            04/03/2018  05/08/2018          39.64
2154604132            04/03/2018  05/08/2018         268.81
2464858170            04/03/2018  05/08/2018          22.21
3249452008            04/03/2018  05/08/2018         136.34
3341907974            04/03/2018  05/08/2018          27.97
3355630009            04/03/2018  05/08/2018          18.04
3675982502            04/03/2018  05/08/2018          37.83
4287681979            04/03/2018  05/08/2018          19.80
4626102505            04/03/2018  05/08/2018         116.76
4793367501            04/03/2018  05/08/2018         100.90
5033402503            04/03/2018  05/08/2018           6.59
5316252500            04/03/2018  05/08/2018        8751.48
5321630005            04/03/2018  05/08/2018         188.78
5411705006            04/03/2018  05/08/2018         360.12
5431647501            04/03/2018  05/08/2018        2308.75
5593500001            04/03/2018  05/08/2018          16.03
5611957373            04/03/2018  05/08/2018          10.33
5781917504            04/03/2018  05/08/2018           6.59
6124540409            04/03/2018  05/08/2018         267.80
6137557531            04/03/2018  05/08/2018         172.10
6167465670            04/03/2018  05/08/2018          35.82
6433295000            04/03/2018  05/08/2018          45.24
6651850288            04/03/2018  05/08/2018          48.17
6923515008            04/03/2018  05/08/2018          58.10
7005172502            04/03/2018  05/08/2018         188.57
7122056133            04/03/2018  05/08/2018           6.99
7996733445            04/03/2018  05/08/2018          26.93
8702071724            04/03/2018  05/08/2018         128.81
8973730404            04/03/2018  05/08/2018         323.20
9116039182            04/03/2018  05/08/2018          37.13
9598044056            04/03/2018  05/08/2018           6.67
9901598657            04/03/2018  05/08/2018           7.38
9995390003            04/03/2018  05/08/2018          62.61
5246257504            04/04/2018  05/09/2018        2303.59
5348784637            04/04/2018  05/09/2018          25.87
6533151400            04/04/2018  05/09/2018       11646.60
6611367506            04/04/2018  05/09/2018         246.00
7152308461            04/04/2018  05/09/2018        3088.50
8371427504            04/04/2018  05/09/2018        1515.49
8381307506            04/04/2018  05/09/2018         622.33
9273322504            04/04/2018  05/09/2018         538.04
9596382508            04/04/2018  05/09/2018       12916.74
0215490004            04/05/2018  05/10/2018         139.50
0851910000            04/05/2018  05/10/2018        1716.43
1704970001            04/05/2018  05/10/2018         133.63
2186032500            04/05/2018  05/10/2018        1144.07
2752013074            04/05/2018  05/10/2018          45.32
2959751336            04/05/2018  05/10/2018          17.60
3033837505            04/05/2018  05/10/2018         356.36
3419594464            04/05/2018  05/10/2018        3051.46
3870683699            04/05/2018  05/10/2018         202.34
4676162508            04/05/2018  05/10/2018          41.16
5265675008            04/05/2018  05/10/2018         379.08
5837025922            04/05/2018  05/10/2018         111.45
6395925008            04/05/2018  05/10/2018         693.30
6604225000            04/05/2018  05/10/2018          38.43
7568833136            04/05/2018  05/10/2018           9.60
8486060000            04/05/2018  05/10/2018         834.90
8555470007            04/05/2018  05/10/2018          70.76
9006000005            04/05/2018  05/10/2018         210.97
9026057506            04/05/2018  05/10/2018         446.47
9423383257            04/05/2018  05/10/2018         136.05
9581789907            04/05/2018  05/10/2018          16.22
0313545006            04/06/2018  05/11/2018          80.20
1122287962            04/06/2018  05/11/2018         306.89
1156320002            04/06/2018  05/11/2018        3223.73
1545407502            04/06/2018  05/11/2018         163.71
1856265002            04/06/2018  05/11/2018        3231.41
4006384632            04/06/2018  05/11/2018          41.30
4452642962            04/06/2018  05/11/2018       18550.93
4696475005            04/06/2018  05/11/2018       23814.31
6414967502            04/06/2018  05/11/2018          25.80
6626365008            04/06/2018  05/11/2018        8291.57
7146330001            04/06/2018  05/11/2018        2743.46
7352631019            04/06/2018  05/11/2018        3087.73
7743229473            04/06/2018  05/11/2018          23.07
8703872054            04/06/2018  05/11/2018         878.62
8955365005            04/06/2018  05/11/2018         725.59
0442731477            04/09/2018  05/14/2018          75.98
0662927573            04/09/2018  05/14/2018        1947.35
0979288487            04/09/2018  05/14/2018          62.46
1043295003            04/09/2018  05/14/2018          39.34
1312808247            04/09/2018  05/14/2018          57.31
2040619443            04/09/2018  05/14/2018        7118.74
2174476057            04/09/2018  05/14/2018         130.92
2225822507            04/09/2018  05/14/2018         305.96
2371115839            04/09/2018  05/14/2018          68.91
2923347955            04/09/2018  05/14/2018         175.50
3092500747            04/09/2018  05/14/2018          77.31
3103257501            04/09/2018  05/14/2018         265.78
3104883701            04/09/2018  05/14/2018        4530.17
3470617501            04/09/2018  05/14/2018         168.90
4802659823            04/09/2018  05/14/2018       14316.14
5680981221            04/09/2018  05/14/2018          16.84
6070697393            04/09/2018  05/14/2018          65.03
6318036420            04/09/2018  05/14/2018          38.35
6670610002            04/09/2018  05/14/2018         522.29
6855697501            04/09/2018  05/14/2018         271.92
7199264891            04/09/2018  05/14/2018         190.37
7236357500            04/09/2018  05/14/2018        3402.55
7320592509            04/09/2018  05/14/2018          51.59
7448178173            04/09/2018  05/14/2018         169.59
7835036513            04/09/2018  05/14/2018        1313.56
8118282899            04/09/2018  05/14/2018           7.38
8659213329            04/09/2018  05/14/2018          34.22
8954752245            04/09/2018  05/14/2018          43.86
8965342507            04/09/2018  05/14/2018         147.19
9091146192            04/09/2018  05/14/2018         224.23
9216886433            04/09/2018  05/14/2018          39.54
9628787443            04/09/2018  05/14/2018          39.00

