
Alexandria Transmission Session Summary Report
----------------------------------------------

Process Date: 04/08/2020

Organization:   Alexandria

Acct #:               Bill Date:  Due Date:          Total:
0823337506            04/01/2020  05/06/2020          12.65
1118501327            04/01/2020  05/06/2020          33.77
1301306682            04/01/2020  05/06/2020          20.61
1625039498            04/01/2020  05/06/2020          86.44
1765582505            04/01/2020  05/06/2020          86.00
1863767503            04/01/2020  05/06/2020          50.41
1973380007            04/01/2020  05/06/2020         153.98
2073392504            04/01/2020  05/06/2020         104.93
2123460004            04/01/2020  05/06/2020          37.99
2154604132            04/01/2020  05/06/2020         186.12
2291013056            04/01/2020  05/06/2020         133.04
2464858170            04/01/2020  05/06/2020          21.13
2689812424            04/01/2020  05/06/2020           9.96
3249452008            04/01/2020  05/06/2020          86.52
3341907974            04/01/2020  05/06/2020          31.27
3355630009            04/01/2020  05/06/2020          17.28
3675982502            04/01/2020  05/06/2020          19.03
4062922945            04/01/2020  05/06/2020           8.49
4626102505            04/01/2020  05/06/2020          69.27
4793367501            04/01/2020  05/06/2020          95.61
5033402503            04/01/2020  05/06/2020           8.79
5316252500            04/01/2020  05/06/2020        8629.40
5321630005            04/01/2020  05/06/2020         183.61
5411705006            04/01/2020  05/06/2020         315.78
5431647501            04/01/2020  05/06/2020        1260.93
5593500001            04/01/2020  05/06/2020          12.96
5781917504            04/01/2020  05/06/2020           6.59
6124540409            04/01/2020  05/06/2020          59.31
6137557531            04/01/2020  05/06/2020          64.03
6167465670            04/01/2020  05/06/2020          18.41
6651850288            04/01/2020  05/06/2020          79.59
7005172502            04/01/2020  05/06/2020         160.14
7122056133            04/01/2020  05/06/2020           6.89
7967529061            04/01/2020  05/06/2020        -405.28
7996733445            04/01/2020  05/06/2020          25.89
8266487381            04/01/2020  05/06/2020          35.47
8359428136            04/01/2020  05/06/2020          20.20
8702071724            04/01/2020  05/06/2020         218.74
8973730404            04/01/2020  05/06/2020         165.65
9116039182            04/01/2020  05/06/2020          34.94
9598044056            04/01/2020  05/06/2020           6.79
9995390003            04/01/2020  05/06/2020          83.60
0850668062            04/02/2020  05/07/2020           8.14
1934161330            04/02/2020  05/07/2020          58.79
2847792476            04/02/2020  05/07/2020           7.63
4287681979            04/02/2020  05/07/2020          19.10
5246257504            04/02/2020  05/07/2020        1946.30
5348784637            04/02/2020  05/07/2020          49.07
5611957373            04/02/2020  05/07/2020           8.14
5757122840            04/02/2020  05/07/2020         391.57
6533151400            04/02/2020  05/07/2020       10731.79
6611367506            04/02/2020  05/07/2020         202.33
6923515008            04/02/2020  05/07/2020          20.20
7152308461            04/02/2020  05/07/2020        2377.89
8371427504            04/02/2020  05/07/2020        1397.24
8381307506            04/02/2020  05/07/2020         339.63
9273322504            04/02/2020  05/07/2020         602.44
9596382508            04/02/2020  05/07/2020       10434.48
9901598657            04/02/2020  05/07/2020           7.31
0215490004            04/03/2020  05/08/2020         105.50
0851910000            04/03/2020  05/08/2020        1042.43
1704970001            04/03/2020  05/08/2020         232.67
1795517794            04/03/2020  05/08/2020          46.44
2186032500            04/03/2020  05/08/2020        1469.45
2752013074            04/03/2020  05/08/2020          36.55
2959751336            04/03/2020  05/08/2020          17.69
3033837505            04/03/2020  05/08/2020         260.71
3419594464            04/03/2020  05/08/2020        2640.85
4676162508            04/03/2020  05/08/2020          48.63
5265675008            04/03/2020  05/08/2020         365.92
5837025922            04/03/2020  05/08/2020           6.59
6117561719            04/03/2020  05/08/2020          35.69
6604225000            04/03/2020  05/08/2020          11.40
7568833136            04/03/2020  05/08/2020           9.84
7639515233            04/03/2020  05/08/2020           7.31
7985565550            04/03/2020  05/08/2020          26.70
8486060000            04/03/2020  05/08/2020         759.42
8555470007            04/03/2020  05/08/2020          33.57
9006000005            04/03/2020  05/08/2020         153.60
9026057506            04/03/2020  05/08/2020         402.02
9423383257            04/03/2020  05/08/2020         168.81
9581789907            04/03/2020  05/08/2020          16.95
0313545006            04/06/2020  05/11/2020          92.60
0399795483            04/06/2020  05/11/2020           7.54
1122287962            04/06/2020  05/11/2020         240.39
1156320002            04/06/2020  05/11/2020        2663.15
1545407502            04/06/2020  05/11/2020         109.08
1856265002            04/06/2020  05/11/2020        3110.25
3870683699            04/06/2020  05/11/2020          64.76
4006384632            04/06/2020  05/11/2020          30.38
4452642962            04/06/2020  05/11/2020       21417.56
4696475005            04/06/2020  05/11/2020       25135.72
6395925008            04/06/2020  05/11/2020         330.89
6414967502            04/06/2020  05/11/2020          26.37
6626365008            04/06/2020  05/11/2020        8581.26
7146330001            04/06/2020  05/11/2020        2456.53
7352631019            04/06/2020  05/11/2020        3279.19
7743229473            04/06/2020  05/11/2020          22.45
8703872054            04/06/2020  05/11/2020         655.06
8955365005            04/06/2020  05/11/2020         631.52

100 VA Dominion Invoices for a Total Invoice Amount of $117612.42

100 Total Alexandria Invoices for a Total Invoice Amount of $117612.42


Organization:   Total

100 Total Invoices for a Total Invoice Amount of $117612.42

