Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
12:52 AM,60 F,46 F,60 %,NE,7 mph,0 mph,29.81 in,0.0 in,Cloudy
1:43 AM,59 F,47 F,64 %,NE,8 mph,0 mph,29.80 in,0.0 in,Thunder in the Vicinity
1:52 AM,59 F,47 F,64 %,NE,7 mph,0 mph,29.79 in,0.0 in,Thunder in the Vicinity
2:07 AM,59 F,46 F,62 %,NE,8 mph,0 mph,29.77 in,0.0 in,Thunder
2:38 AM,59 F,48 F,67 %,NE,6 mph,0 mph,29.76 in,0.0 in,Thunder in the Vicinity
2:52 AM,59 F,48 F,67 %,NE,6 mph,0 mph,29.76 in,0.0 in,T-Storm
2:59 AM,58 F,48 F,70 %,NE,5 mph,0 mph,29.76 in,0.0 in,Light Rain
3:05 AM,58 F,49 F,72 %,ENE,3 mph,0 mph,29.77 in,0.0 in,Light Rain with Thunder
3:27 AM,57 F,49 F,74 %,ENE,3 mph,0 mph,29.76 in,0.1 in,Rain
3:52 AM,56 F,50 F,80 %,S,6 mph,0 mph,29.79 in,0.2 in,Rain
3:57 AM,56 F,50 F,80 %,SSE,3 mph,0 mph,29.79 in,0.0 in,T-Storm
4:25 AM,55 F,50 F,83 %,ESE,3 mph,0 mph,29.79 in,0.1 in,Rain
4:52 AM,55 F,52 F,89 %,NE,10 mph,0 mph,29.75 in,0.3 in,Rain
5:24 AM,55 F,52 F,89 %,N,9 mph,0 mph,29.74 in,0.1 in,Light Rain
5:38 AM,55 F,52 F,89 %,NNE,12 mph,0 mph,29.74 in,0.1 in,Rain
5:52 AM,55 F,52 F,89 %,N,6 mph,0 mph,29.76 in,0.1 in,Rain
6:09 AM,55 F,52 F,89 %,N,6 mph,0 mph,29.76 in,0.1 in,Rain
6:27 AM,55 F,52 F,89 %,NNE,13 mph,0 mph,29.74 in,0.1 in,Light Rain
6:52 AM,55 F,52 F,89 %,NE,9 mph,0 mph,29.75 in,0.1 in,Light Rain
6:59 AM,55 F,52 F,89 %,NE,13 mph,0 mph,29.75 in,0.0 in,Light Rain
7:03 AM,55 F,52 F,89 %,NE,14 mph,0 mph,29.75 in,0.0 in,Light Rain
7:24 AM,55 F,52 F,89 %,NE,16 mph,0 mph,29.74 in,0.0 in,Light Rain
7:30 AM,55 F,52 F,89 %,NE,15 mph,0 mph,29.74 in,0.0 in,Light Rain
7:52 AM,55 F,52 F,89 %,NE,13 mph,0 mph,29.76 in,0.0 in,Fog
8:13 AM,55 F,52 F,89 %,NNE,15 mph,0 mph,29.77 in,0.0 in,Light Rain
8:35 AM,54 F,51 F,90 %,NE,12 mph,0 mph,29.77 in,0.0 in,Fog
8:52 AM,54 F,51 F,90 %,NNE,12 mph,0 mph,29.77 in,0.0 in,Light Drizzle
9:15 AM,54 F,51 F,90 %,NNE,12 mph,0 mph,29.76 in,0.0 in,Cloudy
9:52 AM,55 F,51 F,86 %,NNE,9 mph,0 mph,29.76 in,0.0 in,Cloudy
10:12 AM,55 F,51 F,86 %,NNE,10 mph,0 mph,29.75 in,0.0 in,Cloudy
10:52 AM,57 F,51 F,81 %,NNE,9 mph,0 mph,29.76 in,0.0 in,Cloudy
11:27 AM,57 F,51 F,81 %,NE,9 mph,0 mph,29.76 in,0.0 in,Cloudy
11:47 AM,57 F,50 F,77 %,NE,7 mph,0 mph,29.77 in,0.0 in,Cloudy
11:52 AM,56 F,50 F,80 %,NNE,7 mph,0 mph,29.77 in,0.0 in,Cloudy
12:22 PM,57 F,51 F,81 %,N,7 mph,0 mph,29.76 in,0.0 in,Cloudy
12:40 PM,56 F,51 F,84 %,NNW,6 mph,0 mph,29.75 in,0.0 in,Cloudy
12:52 PM,56 F,51 F,84 %,N,6 mph,0 mph,29.76 in,0.0 in,Cloudy
1:18 PM,58 F,51 F,78 %,N,6 mph,0 mph,29.76 in,0.0 in,Cloudy
1:52 PM,59 F,51 F,75 %,N,5 mph,0 mph,29.75 in,0.0 in,Cloudy
2:52 PM,60 F,51 F,72 %,ESE,5 mph,0 mph,29.75 in,0.0 in,Cloudy
3:45 PM,61 F,51 F,70 %,S,6 mph,0 mph,29.73 in,0.0 in,Cloudy
3:52 PM,60 F,51 F,72 %,S,6 mph,0 mph,29.73 in,0.0 in,Cloudy
4:00 PM,60 F,51 F,72 %,S,7 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
4:49 PM,61 F,52 F,72 %,S,5 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
4:52 PM,61 F,52 F,72 %,S,5 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
5:32 PM,63 F,52 F,67 %,ENE,3 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
5:52 PM,62 F,52 F,70 %,ENE,5 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
6:52 PM,62 F,50 F,65 %,E,3 mph,0 mph,29.72 in,0.0 in,Mostly Cloudy
7:52 PM,62 F,51 F,67 %,SE,3 mph,0 mph,29.73 in,0.0 in,Mostly Cloudy
8:52 PM,61 F,51 F,70 %,SSE,6 mph,0 mph,29.74 in,0.0 in,Partly Cloudy
9:52 PM,60 F,51 F,72 %,CALM,0 mph,0 mph,29.75 in,0.0 in,Fair
10:52 PM,58 F,52 F,81 %,SSE,3 mph,0 mph,29.76 in,0.0 in,Fair
11:52 PM,57 F,52 F,83 %,CALM,0 mph,0 mph,29.77 in,0.0 in,Mostly Cloudy
